image_id,orig_relpath,class_label,data_origin
synthetic_counterfeit_00112,synthetic_counterfeit/synthetic_counterfeit_00112.jpg,counterfeit,synthetic_counterfeit_proxy
synthetic_counterfeit_00113,synthetic_counterfeit/synthetic_counterfeit_00113.jpg,counterfeit,synthetic_counterfeit_proxy
synthetic_counterfeit_00114,synthetic_counterfeit/synthetic_counterfeit_00114.jpg,counterfeit,synthetic_counterfeit_proxy
synthetic_counterfeit_00115,synthetic_counterfeit/synthetic_counterfeit_00115.jpg,counterfeit,synthetic_counterfeit_proxy
synthetic_counterfeit_00116,synthetic_counterfeit/synthetic_counterfeit_00116.jpg,counterfeit,synthetic_counterfeit_proxy
synthetic_counterfeit_00117,synthetic_counterfeit/synthetic_counterfeit_00117.jpg,counterfeit,synthetic_counterfeit_proxy
synthetic_counterfeit_00118,synthetic_counterfeit/synthetic_counterfeit_00118.jpg,counterfeit,synthetic_counterfeit_proxy
synthetic_counterfeit_00119,synthetic_counterfeit/synthetic_counterfeit_00119.jpg,counterfeit,synthetic_counterfeit_proxy
synthetic_counterfeit_00120,synthetic_counterfeit/synthetic_counterfeit_00120.jpg,counterfeit,synthetic_counterfeit_proxy
synthetic_counterfeit_00121,synthetic_counterfeit/synthetic_counterfeit_00121.jpg,counterfeit,synthetic_counterfeit_proxy
synthetic_counterfeit_00122,synthetic_counterfeit/synthetic_counterfeit_00122.jpg,counterfeit,synthetic_counterfeit_proxy
synthetic_counterfeit_00123,synthetic_counterfeit/synthetic_counterfeit_00123.jpg,counterfeit,synthetic_counterfeit_proxy
synthetic_counterfeit_00124,synthetic_counterfeit/synthetic_counterfeit_00124.jpg,counterfeit,synthetic_counterfeit_proxy
synthetic_counterfeit_00125,synthetic_counterfeit/synthetic_counterfeit_00125.jpg,counterfeit,synthetic_counterfeit_proxy
synthetic_counterfeit_00126,synthetic_counterfeit/synthetic_counterfeit_00126.jpg,counterfeit,synthetic_counterfeit_proxy
synthetic_counterfeit_00127,synthetic_counterfeit/synthetic_counterfeit_00127.jpg,counterfeit,synthetic_counterfeit_proxy
synthetic_counterfeit_00128,synthetic_counterfeit/synthetic_counterfeit_00128.jpg,counterfeit,synthetic_counterfeit_proxy
synthetic_counterfeit_00129,synthetic_counterfeit/synthetic_counterfeit_00129.jpg,counterfeit,synthetic_counterfeit_proxy
synthetic_counterfeit_00130,synthetic_counterfeit/synthetic_counterfeit_00130.jpg,counterfeit,synthetic_counterfeit_proxy
synthetic_counterfeit_00131,synthetic_counterfeit/synthetic_counterfeit_00131.jpg,counterfeit,synthetic_counterfeit_proxy
synthetic_counterfeit_00132,synthetic_counterfeit/synthetic_counterfeit_00132.jpg,counterfeit,synthetic_counterfeit_proxy
synthetic_counterfeit_00133,synthetic_counterfeit/synthetic_counterfeit_00133.jpg,counterfeit,synthetic_counterfeit_proxy
synthetic_counterfeit_00134,synthetic_counterfeit/synthetic_counterfeit_00134.jpg,counterfeit,synthetic_counterfeit_proxy
synthetic_counterfeit_00135,synthetic_counterfeit/synthetic_counterfeit_00135.jpg,counterfeit,synthetic_counterfeit_proxy
synthetic_counterfeit_00136,synthetic_counterfeit/synthetic_counterfeit_00136.jpg,counterfeit,synthetic_counterfeit_proxy
synthetic_counterfeit_00137,synthetic_counterfeit/synthetic_counterfeit_00137.jpg,counterfeit,synthetic_counterfeit_proxy
synthetic_counterfeit_00138,synthetic_counterfeit/synthetic_counterfeit_00138.jpg,counterfeit,synthetic_counterfeit_proxy
synthetic_counterfeit_00139,synthetic_counterfeit/synthetic_counterfeit_00139.jpg,counterfeit,synthetic_counterfeit_proxy
synthetic_counterfeit_00140,synthetic_counterfeit/synthetic_counterfeit_00140.jpg,counterfeit,synthetic_counterfeit_proxy
synthetic_counterfeit_00141,synthetic_counterfeit/synthetic_counterfeit_00141.jpg,counterfeit,synthetic_counterfeit_proxy
synthetic_counterfeit_00142,synthetic_counterfeit/synthetic_counterfeit_00142.jpg,counterfeit,synthetic_counterfeit_proxy
synthetic_counterfeit_00143,synthetic_counterfeit/synthetic_counterfeit_00143.jpg,counterfeit,synthetic_counterfeit_proxy
synthetic_counterfeit_00144,synthetic_counterfeit/synthetic_counterfeit_00144.jpg,counterfeit,synthetic_counterfeit_proxy
synthetic_counterfeit_00145,synthetic_counterfeit/synthetic_counterfeit_00145.jpg,counterfeit,synthetic_counterfeit_proxy
synthetic_counterfeit_00146,synthetic_counterfeit/synthetic_counterfeit_00146.jpg,counterfeit,synthetic_counterfeit_proxy
synthetic_counterfeit_00147,synthetic_counterfeit/synthetic_counterfeit_00147.jpg,counterfeit,synthetic_counterfeit_proxy
synthetic_counterfeit_00148,synthetic_counterfeit/synthetic_counterfeit_00148.jpg,counterfeit,synthetic_counterfeit_proxy
synthetic_counterfeit_00149,synthetic_counterfeit/synthetic_counterfeit_00149.jpg,counterfeit,synthetic_counterfeit_proxy
