image_id,source_dataset,orig_relpath,class_label,product_identity,cluster_size,modality,apparent_capture_condition,width,height,format,notes
roboflow_counterfeit_med_detection_086a57905d,Roboflow - Counterfeit_med_detection (v4),roboflow\train\images266_jpg.rf.97cfdb9e9f9f764d680008da26fbada7.jpg,authentic,pid_00027,19,outer_packaging_or_product_photo,unclassified_needs_manual_review,640,640,JPEG,member_of_near_duplicate_cluster_size_19
roboflow_counterfeit_med_detection_fbbacf5b02,Roboflow - Counterfeit_med_detection (v4),roboflow\train\images210_jpg.rf.96cdf5440788b59b3e72d180360517e5.jpg,authentic,pid_00030,9,outer_packaging_or_product_photo,unclassified_needs_manual_review,640,640,JPEG,member_of_near_duplicate_cluster_size_9
roboflow_counterfeit_med_detection_348cc494d9,Roboflow - Counterfeit_med_detection (v4),roboflow\train\images4066_jpg.rf.97f0036a813457f0ac39c471cdfe2633.jpg,authentic,pid_00264,19,outer_packaging_or_product_photo,unclassified_needs_manual_review,640,640,JPEG,member_of_near_duplicate_cluster_size_19
roboflow_counterfeit_med_detection_a59c7ffe86,Roboflow - Counterfeit_med_detection (v4),roboflow\train\images4068_jpg.rf.98063c3d284aacfa2371f6da956ab003.jpg,authentic,pid_00076,19,outer_packaging_or_product_photo,unclassified_needs_manual_review,640,640,JPEG,member_of_near_duplicate_cluster_size_19
roboflow_counterfeit_med_detection_f1553f5dce,Roboflow - Counterfeit_med_detection (v4),roboflow\train\images46_jpg.rf.98267557a9b608d731d39813157c9790.jpg,authentic,pid_00210,17,outer_packaging_or_product_photo,unclassified_needs_manual_review,640,640,JPEG,member_of_near_duplicate_cluster_size_17
roboflow_counterfeit_med_detection_912550b96b,Roboflow - Counterfeit_med_detection (v4),roboflow\train\images5034_jpg.rf.983a437550d91f5c9a0f5f7f0f768fcd.jpg,authentic,pid_00009,19,outer_packaging_or_product_photo,unclassified_needs_manual_review,640,640,JPEG,member_of_near_duplicate_cluster_size_19
roboflow_counterfeit_med_detection_b28ff0bb59,Roboflow - Counterfeit_med_detection (v4),roboflow\train\images212_jpg.rf.984f598dff53afba0c3807ef150f5b36.jpg,authentic,pid_00233,10,outer_packaging_or_product_photo,unclassified_needs_manual_review,640,640,JPEG,member_of_near_duplicate_cluster_size_10
roboflow_counterfeit_med_detection_0e6f64d28d,Roboflow - Counterfeit_med_detection (v4),roboflow\train\images4042_jpg.rf.989958eefb89c46a43c6a55577d96330.jpg,authentic,pid_00092,40,outer_packaging_or_product_photo,unclassified_needs_manual_review,640,640,JPEG,member_of_near_duplicate_cluster_size_40
roboflow_counterfeit_med_detection_5d2da35e9a,Roboflow - Counterfeit_med_detection (v4),roboflow\train\images5100_jpg.rf.98cded38f135caad2ab696d291ccbfb1.jpg,authentic,pid_00214,17,outer_packaging_or_product_photo,unclassified_needs_manual_review,640,640,JPEG,member_of_near_duplicate_cluster_size_17
roboflow_counterfeit_med_detection_cd6bb16d98,Roboflow - Counterfeit_med_detection (v4),roboflow\train\images4107_jpg.rf.986147213cfcf9374bd26b0505228817.jpg,authentic,pid_00098,13,outer_packaging_or_product_photo,unclassified_needs_manual_review,640,640,JPEG,member_of_near_duplicate_cluster_size_13
roboflow_counterfeit_med_detection_32a19e4e8c,Roboflow - Counterfeit_med_detection (v4),roboflow\train\images4107_jpg.rf.987a6208b4e2189ee2f0f57621e6c6c7.jpg,authentic,pid_00098,13,outer_packaging_or_product_photo,unclassified_needs_manual_review,640,640,JPEG,member_of_near_duplicate_cluster_size_13
roboflow_counterfeit_med_detection_11199b3213,Roboflow - Counterfeit_med_detection (v4),roboflow\train\images29_jpg.rf.9907485fdbb16601da366d24c853e0ed.jpg,authentic,pid_00184,19,outer_packaging_or_product_photo,unclassified_needs_manual_review,640,640,JPEG,member_of_near_duplicate_cluster_size_19
roboflow_counterfeit_med_detection_a3fb27a1d9,Roboflow - Counterfeit_med_detection (v4),roboflow\train\images352_jpg.rf.9866ca02605e53979f85845e1eb4a97c.jpg,authentic,pid_00046,18,outer_packaging_or_product_photo,unclassified_needs_manual_review,640,640,JPEG,member_of_near_duplicate_cluster_size_18
roboflow_counterfeit_med_detection_a8f78aa2c0,Roboflow - Counterfeit_med_detection (v4),roboflow\train\images5039_jpg.rf.98f92b427a731ad2d65f69cb68888d35.jpg,authentic,pid_00208,6,outer_packaging_or_product_photo,unclassified_needs_manual_review,640,640,JPEG,member_of_near_duplicate_cluster_size_6
roboflow_counterfeit_med_detection_4754f86c7d,Roboflow - Counterfeit_med_detection (v4),roboflow\train\images37_jpg.rf.9978a81f16b1d98076982c7b78fdfbc5.jpg,authentic,pid_00074,55,outer_packaging_or_product_photo,unclassified_needs_manual_review,640,640,JPEG,member_of_near_duplicate_cluster_size_55
roboflow_counterfeit_med_detection_9fbb9d460c,Roboflow - Counterfeit_med_detection (v4),roboflow\train\images5087_jpg.rf.99096c34887d68d91ca6eba1235d9243.jpg,authentic,pid_00181,18,outer_packaging_or_product_photo,unclassified_needs_manual_review,640,640,JPEG,member_of_near_duplicate_cluster_size_18
roboflow_counterfeit_med_detection_58656ee5a3,Roboflow - Counterfeit_med_detection (v4),roboflow\train\images275_jpg.rf.99162b45be86e0886f0c7d0f7881e557.jpg,authentic,pid_00107,19,outer_packaging_or_product_photo,unclassified_needs_manual_review,640,640,JPEG,member_of_near_duplicate_cluster_size_19
roboflow_counterfeit_med_detection_fe1f604237,Roboflow - Counterfeit_med_detection (v4),roboflow\train\images4120_jpg.rf.9936bbfbf1ba964a4d59c67829878ab7.jpg,authentic,pid_00261,19,outer_packaging_or_product_photo,unclassified_needs_manual_review,640,640,JPEG,member_of_near_duplicate_cluster_size_19
roboflow_counterfeit_med_detection_ac251d10f5,Roboflow - Counterfeit_med_detection (v4),roboflow\train\images232_jpg.rf.98e1b2c747935982fd34a77ad78c678d.jpg,authentic,pid_00120,16,outer_packaging_or_product_photo,unclassified_needs_manual_review,640,640,JPEG,member_of_near_duplicate_cluster_size_16
roboflow_counterfeit_med_detection_b8b9efe504,Roboflow - Counterfeit_med_detection (v4),roboflow\train\images4046_jpg.rf.984a5dba7460c41840a6ae7a04efad37.jpg,authentic,pid_00087,37,outer_packaging_or_product_photo,unclassified_needs_manual_review,640,640,JPEG,member_of_near_duplicate_cluster_size_37
roboflow_counterfeit_med_detection_bd2f844f0a,Roboflow - Counterfeit_med_detection (v4),roboflow\train\images256_jpg.rf.9a0da8234e0c9d7823f88033534c9f0e.jpg,authentic,pid_00066,23,outer_packaging_or_product_photo,unclassified_needs_manual_review,640,640,JPEG,member_of_near_duplicate_cluster_size_23
roboflow_counterfeit_med_detection_4e12fb141a,Roboflow - Counterfeit_med_detection (v4),roboflow\train\images268_jpg.rf.9941b0ef0deaf4fca0968a49fd535490.jpg,authentic,pid_00010,56,outer_packaging_or_product_photo,unclassified_needs_manual_review,640,640,JPEG,member_of_near_duplicate_cluster_size_56
roboflow_counterfeit_med_detection_ff3aa73920,Roboflow - Counterfeit_med_detection (v4),roboflow\train\images4047_jpg.rf.998698810d12b0a0c26a555dbd916fba.jpg,authentic,pid_00110,25,outer_packaging_or_product_photo,unclassified_needs_manual_review,640,640,JPEG,member_of_near_duplicate_cluster_size_25
roboflow_counterfeit_med_detection_a7d322a47a,Roboflow - Counterfeit_med_detection (v4),roboflow\train\images321_jpg.rf.9a36fd022bf6392a20b4fde6ea0ce8de.jpg,authentic,pid_00074,55,outer_packaging_or_product_photo,unclassified_needs_manual_review,640,640,JPEG,member_of_near_duplicate_cluster_size_55
roboflow_counterfeit_med_detection_482033c3bd,Roboflow - Counterfeit_med_detection (v4),roboflow\train\images4025_jpg.rf.9a4a50be063a6d94843c101ee5290b16.jpg,authentic,pid_00129,29,outer_packaging_or_product_photo,unclassified_needs_manual_review,640,640,JPEG,member_of_near_duplicate_cluster_size_29
roboflow_counterfeit_med_detection_20ce113d09,Roboflow - Counterfeit_med_detection (v4),roboflow\train\images4094_jpg.rf.9a7d18a4dca5b1951a9609f6fb02f393.jpg,authentic,pid_00025,19,outer_packaging_or_product_photo,unclassified_needs_manual_review,640,640,JPEG,member_of_near_duplicate_cluster_size_19
roboflow_counterfeit_med_detection_db70d48b3e,Roboflow - Counterfeit_med_detection (v4),roboflow\train\images4042_jpg.rf.9a39aa9d3ea29ec0fad0596559ab07e0.jpg,authentic,pid_00092,40,outer_packaging_or_product_photo,unclassified_needs_manual_review,640,640,JPEG,member_of_near_duplicate_cluster_size_40
roboflow_counterfeit_med_detection_145972beab,Roboflow - Counterfeit_med_detection (v4),roboflow\train\images5051_jpg.rf.9a08bb493b06389fdbfcbeb4ee030f45.jpg,authentic,pid_00036,18,outer_packaging_or_product_photo,unclassified_needs_manual_review,640,640,JPEG,member_of_near_duplicate_cluster_size_18
roboflow_counterfeit_med_detection_6dc463305b,Roboflow - Counterfeit_med_detection (v4),roboflow\train\images4060_jpg.rf.9a361171547e01a03a7d57efcb087782.jpg,authentic,pid_00010,56,outer_packaging_or_product_photo,unclassified_needs_manual_review,640,640,JPEG,member_of_near_duplicate_cluster_size_56
roboflow_counterfeit_med_detection_86f03c53a0,Roboflow - Counterfeit_med_detection (v4),roboflow\train\images316_jpg.rf.9a8ad5047c043c3e828e8e7dce08520c.jpg,authentic,pid_00064,19,outer_packaging_or_product_photo,unclassified_needs_manual_review,640,640,JPEG,member_of_near_duplicate_cluster_size_19
roboflow_counterfeit_med_detection_46f6f88fc7,Roboflow - Counterfeit_med_detection (v4),roboflow\train\images228_jpg.rf.9adbbc76ba30afced56db566d4dd4ea9.jpg,authentic,pid_00131,33,outer_packaging_or_product_photo,unclassified_needs_manual_review,640,640,JPEG,member_of_near_duplicate_cluster_size_33
roboflow_counterfeit_med_detection_294ff7f28b,Roboflow - Counterfeit_med_detection (v4),roboflow\train\images5095_jpg.rf.9aaa704c99d84de739c74e09cb1c7dac.jpg,authentic,pid_00148,13,outer_packaging_or_product_photo,unclassified_needs_manual_review,640,640,JPEG,member_of_near_duplicate_cluster_size_13
roboflow_counterfeit_med_detection_1f55e1df22,Roboflow - Counterfeit_med_detection (v4),roboflow\train\images5046_jpg.rf.9ad3346335815c2bce90a63063f3eb3f.jpg,authentic,pid_00263,14,outer_packaging_or_product_photo,unclassified_needs_manual_review,640,640,JPEG,member_of_near_duplicate_cluster_size_14
roboflow_counterfeit_med_detection_b7e3de0bc9,Roboflow - Counterfeit_med_detection (v4),roboflow\train\images5080_jpg.rf.9ab85ad635c7b2f5ea3dd3f77a227f71.jpg,authentic,pid_00005,28,outer_packaging_or_product_photo,unclassified_needs_manual_review,640,640,JPEG,member_of_near_duplicate_cluster_size_28
roboflow_counterfeit_med_detection_7299058db2,Roboflow - Counterfeit_med_detection (v4),roboflow\train\images4090_jpg.rf.9b2698dec05de1902abc5feb846f3d75.jpg,authentic,pid_00084,21,outer_packaging_or_product_photo,unclassified_needs_manual_review,640,640,JPEG,member_of_near_duplicate_cluster_size_21
roboflow_counterfeit_med_detection_7358f7c288,Roboflow - Counterfeit_med_detection (v4),roboflow\train\images33_jpg.rf.9b311bbfa92aa1ac7301d76ebd104b01.jpg,authentic,pid_00269,24,outer_packaging_or_product_photo,unclassified_needs_manual_review,640,640,JPEG,member_of_near_duplicate_cluster_size_24
roboflow_counterfeit_med_detection_ccb7fabe5c,Roboflow - Counterfeit_med_detection (v4),roboflow\train\images4090_jpg.rf.9afc19ed62b038cd2aaa209b215e5d1a.jpg,authentic,pid_00084,21,outer_packaging_or_product_photo,unclassified_needs_manual_review,640,640,JPEG,member_of_near_duplicate_cluster_size_21
roboflow_counterfeit_med_detection_d7a1edeb3e,Roboflow - Counterfeit_med_detection (v4),roboflow\train\images275_jpg.rf.9b755dcf1456ae90d3cc77f3de9e1d69.jpg,authentic,pid_00107,19,outer_packaging_or_product_photo,unclassified_needs_manual_review,640,640,JPEG,member_of_near_duplicate_cluster_size_19
roboflow_counterfeit_med_detection_4d9498497c,Roboflow - Counterfeit_med_detection (v4),roboflow\train\images235_jpg.rf.9acdeedeb55b4043b573e69cff36cda6.jpg,authentic,pid_00034,12,outer_packaging_or_product_photo,unclassified_needs_manual_review,640,640,JPEG,member_of_near_duplicate_cluster_size_12
roboflow_counterfeit_med_detection_22e1961bc7,Roboflow - Counterfeit_med_detection (v4),roboflow\train\images5039_jpg.rf.9ba349d46a08a5ba9bb62969e85201b1.jpg,authentic,pid_00270,9,outer_packaging_or_product_photo,unclassified_needs_manual_review,640,640,JPEG,member_of_near_duplicate_cluster_size_9
roboflow_counterfeit_med_detection_04161a1450,Roboflow - Counterfeit_med_detection (v4),roboflow\train\images5062_jpg.rf.9b65e6f902d1ab8e76e41d88b12884da.jpg,authentic,pid_00091,20,outer_packaging_or_product_photo,unclassified_needs_manual_review,640,640,JPEG,member_of_near_duplicate_cluster_size_20
roboflow_counterfeit_med_detection_57f24d4cc6,Roboflow - Counterfeit_med_detection (v4),roboflow\train\images5110_jpg.rf.9b1e177405065c7e9100f7d4945a70b7.jpg,authentic,pid_00271,7,outer_packaging_or_product_photo,unclassified_needs_manual_review,640,640,JPEG,member_of_near_duplicate_cluster_size_7
roboflow_counterfeit_med_detection_cd3e317bfc,Roboflow - Counterfeit_med_detection (v4),roboflow\train\images244_jpg.rf.9b1c753e763b2984bab59c6b99ac1887.jpg,authentic,pid_00182,12,outer_packaging_or_product_photo,unclassified_needs_manual_review,640,640,JPEG,member_of_near_duplicate_cluster_size_12
roboflow_counterfeit_med_detection_5550415346,Roboflow - Counterfeit_med_detection (v4),roboflow\train\images263_jpg.rf.9af20def6563038b57f41177366ebb41.jpg,authentic,pid_00235,7,outer_packaging_or_product_photo,unclassified_needs_manual_review,640,640,JPEG,member_of_near_duplicate_cluster_size_7
roboflow_counterfeit_med_detection_4293793a3e,Roboflow - Counterfeit_med_detection (v4),roboflow\train\images11_jpg.rf.9b195f844a248075883c0ab64116f617.jpg,authentic,pid_00241,6,outer_packaging_or_product_photo,unclassified_needs_manual_review,640,640,JPEG,member_of_near_duplicate_cluster_size_6
roboflow_counterfeit_med_detection_a89dd6dba7,Roboflow - Counterfeit_med_detection (v4),roboflow\train\images5056_jpg.rf.9b42f499d43ed639fc835817c8e37e21.jpg,authentic,pid_00173,7,outer_packaging_or_product_photo,unclassified_needs_manual_review,640,640,JPEG,member_of_near_duplicate_cluster_size_7
roboflow_counterfeit_med_detection_c6a057c662,Roboflow - Counterfeit_med_detection (v4),roboflow\train\images352_jpg.rf.9afc9d6e42e4c06b85d7cf3dd15159da.jpg,authentic,pid_00197,3,outer_packaging_or_product_photo,unclassified_needs_manual_review,640,640,JPEG,member_of_near_duplicate_cluster_size_3
roboflow_counterfeit_med_detection_f825420d7e,Roboflow - Counterfeit_med_detection (v4),roboflow\train\images4092_jpg.rf.9baef308ad77f549f3541bf2e45ef8f6.jpg,authentic,pid_00272,5,outer_packaging_or_product_photo,unclassified_needs_manual_review,640,640,JPEG,member_of_near_duplicate_cluster_size_5
roboflow_counterfeit_med_detection_5c36b7a780,Roboflow - Counterfeit_med_detection (v4),roboflow\train\images4074_jpg.rf.9b0b1bbb726ab03914adc60262ad94b8.jpg,authentic,pid_00273,19,outer_packaging_or_product_photo,unclassified_needs_manual_review,640,640,JPEG,member_of_near_duplicate_cluster_size_19
roboflow_counterfeit_med_detection_6a118accb2,Roboflow - Counterfeit_med_detection (v4),roboflow\train\images4040_jpg.rf.9b9ef6bbb3ada1f1b102d86364dfe5df.jpg,authentic,pid_00166,24,outer_packaging_or_product_photo,unclassified_needs_manual_review,640,640,JPEG,member_of_near_duplicate_cluster_size_24
roboflow_counterfeit_med_detection_7bbd409c64,Roboflow - Counterfeit_med_detection (v4),roboflow\train\images310_jpg.rf.9b8cfda7fa922dcc4da05989eb505895.jpg,authentic,pid_00190,10,outer_packaging_or_product_photo,unclassified_needs_manual_review,640,640,JPEG,member_of_near_duplicate_cluster_size_10
roboflow_counterfeit_med_detection_2bf22610de,Roboflow - Counterfeit_med_detection (v4),roboflow\train\images4060_jpg.rf.9b2ea994efbc93f07c6dfbcf9d946bcf.jpg,authentic,pid_00010,56,outer_packaging_or_product_photo,unclassified_needs_manual_review,640,640,JPEG,member_of_near_duplicate_cluster_size_56
roboflow_counterfeit_med_detection_0f063effbc,Roboflow - Counterfeit_med_detection (v4),roboflow\train\images43_jpg.rf.9bc93e141a0c6743121ea3b24af01cfe.jpg,authentic,pid_00068,36,outer_packaging_or_product_photo,unclassified_needs_manual_review,640,640,JPEG,member_of_near_duplicate_cluster_size_36
roboflow_counterfeit_med_detection_6a50961eb3,Roboflow - Counterfeit_med_detection (v4),roboflow\train\images4095_jpg.rf.9c6bdfcbdf9d46b541a024e4d04989d2.jpg,authentic,pid_00032,16,outer_packaging_or_product_photo,unclassified_needs_manual_review,640,640,JPEG,member_of_near_duplicate_cluster_size_16
roboflow_counterfeit_med_detection_77a5f9ff78,Roboflow - Counterfeit_med_detection (v4),roboflow\train\images349_jpg.rf.9be1ae70c13485ef09935956c19c952d.jpg,authentic,pid_00259,16,outer_packaging_or_product_photo,unclassified_needs_manual_review,640,640,JPEG,member_of_near_duplicate_cluster_size_16
roboflow_counterfeit_med_detection_bdff09cb0a,Roboflow - Counterfeit_med_detection (v4),roboflow\train\images4044_jpg.rf.9c044bc9629d531b79b35f3f59316ce9.jpg,authentic,pid_00274,13,outer_packaging_or_product_photo,unclassified_needs_manual_review,640,640,JPEG,member_of_near_duplicate_cluster_size_13
roboflow_counterfeit_med_detection_d75083aae6,Roboflow - Counterfeit_med_detection (v4),roboflow\train\images4029_jpg.rf.9d3755f2435dbddb681526176b3fd789.jpg,authentic,pid_00060,14,outer_packaging_or_product_photo,unclassified_needs_manual_review,640,640,JPEG,member_of_near_duplicate_cluster_size_14
roboflow_counterfeit_med_detection_b5a902687c,Roboflow - Counterfeit_med_detection (v4),roboflow\train\images4047_jpg.rf.9ce512ef8051804d70c898ba27953eef.jpg,authentic,pid_00130,12,outer_packaging_or_product_photo,unclassified_needs_manual_review,640,640,JPEG,member_of_near_duplicate_cluster_size_12
roboflow_counterfeit_med_detection_6aa8056ade,Roboflow - Counterfeit_med_detection (v4),roboflow\train\images4069_jpg.rf.9c3a8f3cda618ba18fc8d6508497a372.jpg,authentic,pid_00275,10,outer_packaging_or_product_photo,unclassified_needs_manual_review,640,640,JPEG,member_of_near_duplicate_cluster_size_10
roboflow_counterfeit_med_detection_ae64fe02bb,Roboflow - Counterfeit_med_detection (v4),roboflow\train\images245_jpg.rf.9bb4b2bf69fc5dbfcfa909b86066ef22.jpg,authentic,pid_00177,6,outer_packaging_or_product_photo,unclassified_needs_manual_review,640,640,JPEG,member_of_near_duplicate_cluster_size_6
roboflow_counterfeit_med_detection_1bf4c5a806,Roboflow - Counterfeit_med_detection (v4),roboflow\train\images235_jpg.rf.9bfb4de0487f77232ccaed8fdcc9e160.jpg,authentic,pid_00276,2,outer_packaging_or_product_photo,unclassified_needs_manual_review,640,640,JPEG,member_of_near_duplicate_cluster_size_2
roboflow_counterfeit_med_detection_c35280bd8a,Roboflow - Counterfeit_med_detection (v4),roboflow\train\images23_jpg.rf.9bed6a4a56183e76f08125f4acc91b55.jpg,authentic,pid_00233,10,outer_packaging_or_product_photo,unclassified_needs_manual_review,640,640,JPEG,member_of_near_duplicate_cluster_size_10
roboflow_counterfeit_med_detection_160eb6b2f0,Roboflow - Counterfeit_med_detection (v4),roboflow\train\images255_jpg.rf.9d9d538046e991c1b3e81bdc47bc71cf.jpg,authentic,pid_00277,13,outer_packaging_or_product_photo,unclassified_needs_manual_review,640,640,JPEG,member_of_near_duplicate_cluster_size_13
roboflow_counterfeit_med_detection_2c8dc8776f,Roboflow - Counterfeit_med_detection (v4),roboflow\train\images4081_jpg.rf.9cbbffc2098c415d3c5a11ac64721de6.jpg,authentic,pid_00213,19,outer_packaging_or_product_photo,unclassified_needs_manual_review,640,640,JPEG,member_of_near_duplicate_cluster_size_19
roboflow_counterfeit_med_detection_fd6ec7fc98,Roboflow - Counterfeit_med_detection (v4),roboflow\train\images5040_jpg.rf.9d8a008735f30d8e3b618b4cf43531d4.jpg,authentic,pid_00099,17,outer_packaging_or_product_photo,unclassified_needs_manual_review,640,640,JPEG,member_of_near_duplicate_cluster_size_17
roboflow_counterfeit_med_detection_4bf80733d5,Roboflow - Counterfeit_med_detection (v4),roboflow\train\images4065_jpg.rf.9ce9249c3fcaa5f5002cf7c50832dbf9.jpg,authentic,pid_00230,19,outer_packaging_or_product_photo,unclassified_needs_manual_review,640,640,JPEG,member_of_near_duplicate_cluster_size_19
roboflow_counterfeit_med_detection_55cb75e845,Roboflow - Counterfeit_med_detection (v4),roboflow\train\images4025_jpg.rf.9dad6a4757c96bcd801a9d1a9ce2e5c1.jpg,authentic,pid_00278,7,outer_packaging_or_product_photo,unclassified_needs_manual_review,640,640,JPEG,member_of_near_duplicate_cluster_size_7
roboflow_counterfeit_med_detection_82b0c8b845,Roboflow - Counterfeit_med_detection (v4),roboflow\train\images5061_jpg.rf.9dcb5540fa5ef9c97613c7c23d8d0e5d.jpg,authentic,pid_00088,35,outer_packaging_or_product_photo,unclassified_needs_manual_review,640,640,JPEG,member_of_near_duplicate_cluster_size_35
roboflow_counterfeit_med_detection_12742042d3,Roboflow - Counterfeit_med_detection (v4),roboflow\train\images235_jpg.rf.9c0aa6b1953c264142eb0f31a97c9a46.jpg,authentic,pid_00279,2,outer_packaging_or_product_photo,unclassified_needs_manual_review,640,640,JPEG,member_of_near_duplicate_cluster_size_2
roboflow_counterfeit_med_detection_519bb29e8b,Roboflow - Counterfeit_med_detection (v4),roboflow\train\images4092_jpg.rf.9cd2ab263561626f33d91a957939cb2e.jpg,authentic,pid_00256,5,outer_packaging_or_product_photo,unclassified_needs_manual_review,640,640,JPEG,member_of_near_duplicate_cluster_size_5
roboflow_counterfeit_med_detection_c3ef5be66e,Roboflow - Counterfeit_med_detection (v4),roboflow\train\images5071_jpg.rf.9cffd55b27e6c1d860932cb46d10a45c.jpg,authentic,pid_00174,20,outer_packaging_or_product_photo,unclassified_needs_manual_review,640,640,JPEG,member_of_near_duplicate_cluster_size_20
roboflow_counterfeit_med_detection_a241f8945d,Roboflow - Counterfeit_med_detection (v4),roboflow\train\images4066_jpg.rf.9c6fe3d18b7f23e726afd1935b57aa78.jpg,authentic,pid_00264,19,outer_packaging_or_product_photo,unclassified_needs_manual_review,640,640,JPEG,member_of_near_duplicate_cluster_size_19
roboflow_counterfeit_med_detection_7874416131,Roboflow - Counterfeit_med_detection (v4),roboflow\train\images301_jpg.rf.9e16831d0f25d73fd3f25e4c26e70f27.jpg,authentic,pid_00040,13,outer_packaging_or_product_photo,unclassified_needs_manual_review,640,640,JPEG,member_of_near_duplicate_cluster_size_13
roboflow_counterfeit_med_detection_ee030732e2,Roboflow - Counterfeit_med_detection (v4),roboflow\train\images245_jpg.rf.9df807bc6a3bc7eaba3a197d814f9502.jpg,authentic,pid_00254,14,outer_packaging_or_product_photo,unclassified_needs_manual_review,640,640,JPEG,member_of_near_duplicate_cluster_size_14
roboflow_counterfeit_med_detection_87208d8110,Roboflow - Counterfeit_med_detection (v4),roboflow\train\images5113_jpg.rf.9ebd7f75f1f0705fc36b284e4e59c0bc.jpg,authentic,pid_00258,17,outer_packaging_or_product_photo,unclassified_needs_manual_review,640,640,JPEG,member_of_near_duplicate_cluster_size_17
roboflow_counterfeit_med_detection_9d6bfb6deb,Roboflow - Counterfeit_med_detection (v4),roboflow\train\images47_jpg.rf.9e4f7fe2413b9a2a66c6c49f0a67e89d.jpg,authentic,pid_00280,12,outer_packaging_or_product_photo,unclassified_needs_manual_review,640,640,JPEG,member_of_near_duplicate_cluster_size_12
roboflow_counterfeit_med_detection_00feaf8261,Roboflow - Counterfeit_med_detection (v4),roboflow\train\images230_jpg.rf.9e7befa01f223067da0542d341ddc201.jpg,authentic,pid_00168,18,outer_packaging_or_product_photo,unclassified_needs_manual_review,640,640,JPEG,member_of_near_duplicate_cluster_size_18
roboflow_counterfeit_med_detection_1db05a7d35,Roboflow - Counterfeit_med_detection (v4),roboflow\train\images5096_jpg.rf.9f300a28a2a0d1fba43ea6a43ccceacb.jpg,authentic,pid_00141,18,outer_packaging_or_product_photo,unclassified_needs_manual_review,640,640,JPEG,member_of_near_duplicate_cluster_size_18
roboflow_counterfeit_med_detection_0f481497d2,Roboflow - Counterfeit_med_detection (v4),roboflow\train\images07_jpg.rf.9ea563ef0782f4a2645d048e75c0949b.jpg,authentic,pid_00105,20,outer_packaging_or_product_photo,unclassified_needs_manual_review,640,640,JPEG,member_of_near_duplicate_cluster_size_20
roboflow_counterfeit_med_detection_e4092ebdcc,Roboflow - Counterfeit_med_detection (v4),roboflow\train\images5041_jpg.rf.9eace1d7caf7dcde53ea7b88a7e77218.jpg,authentic,pid_00219,4,outer_packaging_or_product_photo,unclassified_needs_manual_review,640,640,JPEG,member_of_near_duplicate_cluster_size_4
roboflow_counterfeit_med_detection_248573696c,Roboflow - Counterfeit_med_detection (v4),roboflow\train\images4058_jpg.rf.9e3ba375df88c09ddd52d2ae71036a83.jpg,authentic,pid_00158,43,outer_packaging_or_product_photo,unclassified_needs_manual_review,640,640,JPEG,member_of_near_duplicate_cluster_size_43
roboflow_counterfeit_med_detection_769db960e3,Roboflow - Counterfeit_med_detection (v4),roboflow\train\images4074_jpg.rf.9f13ec228c1c12db57d4dffbbb31387b.jpg,authentic,pid_00273,19,outer_packaging_or_product_photo,unclassified_needs_manual_review,640,640,JPEG,member_of_near_duplicate_cluster_size_19
roboflow_counterfeit_med_detection_772cbc4f26,Roboflow - Counterfeit_med_detection (v4),roboflow\train\images35_jpg.rf.9ee57b0f920ca1449c19476578e499ee.jpg,authentic,pid_00073,25,outer_packaging_or_product_photo,unclassified_needs_manual_review,640,640,JPEG,member_of_near_duplicate_cluster_size_25
roboflow_counterfeit_med_detection_9534621ba5,Roboflow - Counterfeit_med_detection (v4),roboflow\train\images5103_jpg.rf.9e7f72fa6bd5498af59ab629c8eb42d5.jpg,authentic,pid_00194,8,outer_packaging_or_product_photo,unclassified_needs_manual_review,640,640,JPEG,member_of_near_duplicate_cluster_size_8
roboflow_counterfeit_med_detection_9b661735ec,Roboflow - Counterfeit_med_detection (v4),roboflow\train\images36_jpg.rf.9ec9040b24d5b0b2d7e279bd9e3143b7.jpg,authentic,pid_00006,37,outer_packaging_or_product_photo,unclassified_needs_manual_review,640,640,JPEG,member_of_near_duplicate_cluster_size_37
roboflow_counterfeit_med_detection_6474e83496,Roboflow - Counterfeit_med_detection (v4),roboflow\train\images209_jpg.rf.9f93d416275e0b39408db275985d7e86.jpg,authentic,pid_00062,14,outer_packaging_or_product_photo,unclassified_needs_manual_review,640,640,JPEG,member_of_near_duplicate_cluster_size_14
roboflow_counterfeit_med_detection_0b9e44782d,Roboflow - Counterfeit_med_detection (v4),roboflow\train\images07_jpg.rf.9f779aecc06fcdfc4af9181fba732ad8.jpg,authentic,pid_00105,20,outer_packaging_or_product_photo,unclassified_needs_manual_review,640,640,JPEG,member_of_near_duplicate_cluster_size_20
roboflow_counterfeit_med_detection_211e4231a9,Roboflow - Counterfeit_med_detection (v4),roboflow\train\images4124_jpg.rf.9f57d7f6d29bfec8400e7a6c1dfa0525.jpg,authentic,pid_00152,19,outer_packaging_or_product_photo,unclassified_needs_manual_review,640,640,JPEG,member_of_near_duplicate_cluster_size_19
roboflow_counterfeit_med_detection_6bb6c64d71,Roboflow - Counterfeit_med_detection (v4),roboflow\train\images4031_jpg.rf.9f8ef2e043c17e57bfa667a10c072d07.jpg,authentic,pid_00012,23,outer_packaging_or_product_photo,unclassified_needs_manual_review,640,640,JPEG,member_of_near_duplicate_cluster_size_23
