image_id,orig_relpath,class_label,flag,notes,ai_suggested_flag
kaggle_fake_real_medicine_00200,"../raw/kaggle_fake_real/dataset/Fake/Screenshot 2025-09-17 192842.png",counterfeit,clean,"",
kaggle_fake_real_medicine_00201,"../raw/kaggle_fake_real/dataset/Fake/Screenshot 2025-09-17 192859.png",counterfeit,clean,"",
kaggle_fake_real_medicine_00202,"../raw/kaggle_fake_real/dataset/Fake/Screenshot 2025-09-17 192938.png",counterfeit,clean,"",
kaggle_fake_real_medicine_00203,"../raw/kaggle_fake_real/dataset/Fake/Screenshot 2025-09-17 192948.png",counterfeit,clean,"",
kaggle_fake_real_medicine_00204,"../raw/kaggle_fake_real/dataset/Fake/Screenshot 2025-09-17 193010.png",counterfeit,clean,"",
kaggle_fake_real_medicine_00205,"../raw/kaggle_fake_real/dataset/Fake/Screenshot 2025-09-17 193220.png",counterfeit,clean,"",
kaggle_fake_real_medicine_00206,"../raw/kaggle_fake_real/dataset/Fake/Screenshot 2025-09-17 193233.png",counterfeit,clean,"",
kaggle_fake_real_medicine_00207,"../raw/kaggle_fake_real/dataset/Fake/Screenshot 2025-09-17 193246.png",counterfeit,clean,"",
kaggle_fake_real_medicine_00208,"../raw/kaggle_fake_real/dataset/Fake/Screenshot 2025-09-17 193345.png",counterfeit,clean,"",
kaggle_fake_real_medicine_00209,"../raw/kaggle_fake_real/dataset/Fake/Screenshot 2025-09-17 193356.png",counterfeit,clean,"",
kaggle_fake_real_medicine_00210,"../raw/kaggle_fake_real/dataset/Fake/Screenshot 2025-09-17 193406.png",counterfeit,clean,"",
kaggle_fake_real_medicine_00211,"../raw/kaggle_fake_real/dataset/Fake/Screenshot 2025-09-17 193416.png",counterfeit,clean,"",
kaggle_fake_real_medicine_00212,"../raw/kaggle_fake_real/dataset/Fake/Screenshot 2025-09-17 193433.png",counterfeit,clean,"",
kaggle_fake_real_medicine_00213,"../raw/kaggle_fake_real/dataset/Fake/Screenshot 2025-09-17 193443.png",counterfeit,clean,"",
kaggle_fake_real_medicine_00214,"../raw/kaggle_fake_real/dataset/Fake/Screenshot 2025-09-17 193507.png",counterfeit,clean,"",
kaggle_fake_real_medicine_00215,"../raw/kaggle_fake_real/dataset/Fake/Screenshot 2025-09-17 193532.png",counterfeit,clean,"",
kaggle_fake_real_medicine_00216,"../raw/kaggle_fake_real/dataset/Fake/Screenshot 2025-09-17 193545.png",counterfeit,clean,"",
kaggle_fake_real_medicine_00217,"../raw/kaggle_fake_real/dataset/Fake/Screenshot 2025-09-17 193556.png",counterfeit,clean,"",
kaggle_fake_real_medicine_00218,"../raw/kaggle_fake_real/dataset/Fake/Screenshot 2025-09-17 193608.png",counterfeit,clean,"",
kaggle_fake_real_medicine_00219,"../raw/kaggle_fake_real/dataset/Fake/Screenshot 2025-09-17 193643.png",counterfeit,clean,"",
kaggle_fake_real_medicine_00220,"../raw/kaggle_fake_real/dataset/Fake/Screenshot 2025-09-17 193654.png",counterfeit,clean,"",
kaggle_fake_real_medicine_00221,"../raw/kaggle_fake_real/dataset/Fake/Screenshot 2025-09-17 193719.png",counterfeit,clean,"",
kaggle_fake_real_medicine_00222,"../raw/kaggle_fake_real/dataset/Fake/Screenshot 2025-09-17 193729.png",counterfeit,clean,"",
kaggle_fake_real_medicine_00223,"../raw/kaggle_fake_real/dataset/Fake/Screenshot 2025-09-17 193759.png",counterfeit,clean,"",
kaggle_fake_real_medicine_00224,"../raw/kaggle_fake_real/dataset/Fake/Screenshot 2025-09-17 193813.png",counterfeit,clean,"",
kaggle_fake_real_medicine_00225,"../raw/kaggle_fake_real/dataset/Fake/Screenshot 2025-09-17 193823.png",counterfeit,clean,"",
kaggle_fake_real_medicine_00226,"../raw/kaggle_fake_real/dataset/Fake/Screenshot 2025-09-17 193846.png",counterfeit,clean,"",
kaggle_fake_real_medicine_00227,"../raw/kaggle_fake_real/dataset/Fake/Screenshot 2025-09-17 193855.png",counterfeit,clean,"",
kaggle_fake_real_medicine_00228,"../raw/kaggle_fake_real/dataset/Fake/Screenshot 2025-09-17 193915.png",counterfeit,clean,"",
kaggle_fake_real_medicine_00229,"../raw/kaggle_fake_real/dataset/Fake/Screenshot 2025-09-17 193931.png",counterfeit,clean,"",
kaggle_fake_real_medicine_00230,"../raw/kaggle_fake_real/dataset/Fake/Screenshot 2025-09-17 194007.png",counterfeit,clean,"",
kaggle_fake_real_medicine_00231,"../raw/kaggle_fake_real/dataset/Fake/Screenshot 2025-09-17 194021.png",counterfeit,clean,"",
kaggle_fake_real_medicine_00232,"../raw/kaggle_fake_real/dataset/Fake/Screenshot 2025-09-17 194040.png",counterfeit,clean,"",
kaggle_fake_real_medicine_00233,"../raw/kaggle_fake_real/dataset/Fake/Screenshot 2025-09-17 194058.png",counterfeit,clean,"",
kaggle_fake_real_medicine_00234,"../raw/kaggle_fake_real/dataset/Fake/Screenshot 2025-09-17 194110.png",counterfeit,clean,"",
kaggle_fake_real_medicine_00235,"../raw/kaggle_fake_real/dataset/Fake/Screenshot 2025-09-17 194130.png",counterfeit,clean,"",
kaggle_fake_real_medicine_00236,"../raw/kaggle_fake_real/dataset/Fake/Screenshot 2025-09-17 194141.png",counterfeit,clean,"",
kaggle_fake_real_medicine_00237,"../raw/kaggle_fake_real/dataset/Fake/Screenshot 2025-09-17 194224.png",counterfeit,clean,"",
kaggle_fake_real_medicine_00238,"../raw/kaggle_fake_real/dataset/Fake/Screenshot 2025-09-17 194256.png",counterfeit,clean,"",
kaggle_fake_real_medicine_00239,"../raw/kaggle_fake_real/dataset/Fake/Screenshot 2025-09-17 194307.png",counterfeit,clean,"",
kaggle_fake_real_medicine_00240,"../raw/kaggle_fake_real/dataset/Real/images02.jpg",authentic,clean,"",
kaggle_fake_real_medicine_00241,"../raw/kaggle_fake_real/dataset/Real/images03.jpg",authentic,clean,"",
kaggle_fake_real_medicine_00242,"../raw/kaggle_fake_real/dataset/Real/images04.jpg",authentic,clean,"",
kaggle_fake_real_medicine_00243,"../raw/kaggle_fake_real/dataset/Real/images06.jpg",authentic,clean,"",
kaggle_fake_real_medicine_00244,"../raw/kaggle_fake_real/dataset/Real/images07.jpg",authentic,clean,"",
kaggle_fake_real_medicine_00245,"../raw/kaggle_fake_real/dataset/Real/images09.jpg",authentic,clean,"",
kaggle_fake_real_medicine_00246,"../raw/kaggle_fake_real/dataset/Real/images11.jpg",authentic,clean,"",
kaggle_fake_real_medicine_00247,"../raw/kaggle_fake_real/dataset/Real/images12.jpg",authentic,clean,"",
kaggle_fake_real_medicine_00248,"../raw/kaggle_fake_real/dataset/Real/images13.jpg",authentic,clean,"",
kaggle_fake_real_medicine_00249,"../raw/kaggle_fake_real/dataset/Real/images15.jpg",authentic,clean,"",
kaggle_fake_real_medicine_00250,"../raw/kaggle_fake_real/dataset/Real/images16.jpg",authentic,clean,"",
kaggle_fake_real_medicine_00251,"../raw/kaggle_fake_real/dataset/Real/images17.jpg",authentic,clean,"",
kaggle_fake_real_medicine_00252,"../raw/kaggle_fake_real/dataset/Real/images18.jpg",authentic,clean,"",
kaggle_fake_real_medicine_00253,"../raw/kaggle_fake_real/dataset/Real/images20.jpg",authentic,clean,"",
kaggle_fake_real_medicine_00254,"../raw/kaggle_fake_real/dataset/Real/images201.jpg",authentic,clean,"",
kaggle_fake_real_medicine_00255,"../raw/kaggle_fake_real/dataset/Real/images203.jpg",authentic,clean,"",
kaggle_fake_real_medicine_00256,"../raw/kaggle_fake_real/dataset/Real/images205.jpg",authentic,clean,"",
kaggle_fake_real_medicine_00257,"../raw/kaggle_fake_real/dataset/Real/images206.jpg",authentic,clean,"",
kaggle_fake_real_medicine_00258,"../raw/kaggle_fake_real/dataset/Real/images207.jpg",authentic,clean,"",
kaggle_fake_real_medicine_00259,"../raw/kaggle_fake_real/dataset/Real/images209.jpg",authentic,clean,"",
kaggle_fake_real_medicine_00260,"../raw/kaggle_fake_real/dataset/Real/images210.jpg",authentic,clean,"",
kaggle_fake_real_medicine_00261,"../raw/kaggle_fake_real/dataset/Real/images211.jpg",authentic,clean,"",
kaggle_fake_real_medicine_00262,"../raw/kaggle_fake_real/dataset/Real/images213.jpg",authentic,clean,"",
kaggle_fake_real_medicine_00263,"../raw/kaggle_fake_real/dataset/Real/images214.jpg",authentic,clean,"",
kaggle_fake_real_medicine_00264,"../raw/kaggle_fake_real/dataset/Real/images215.jpg",authentic,clean,"",
kaggle_fake_real_medicine_00265,"../raw/kaggle_fake_real/dataset/Real/images22.jpg",authentic,clean,"",
kaggle_fake_real_medicine_00266,"../raw/kaggle_fake_real/dataset/Real/images220.jpg",authentic,clean,"",
kaggle_fake_real_medicine_00267,"../raw/kaggle_fake_real/dataset/Real/images222.jpg",authentic,clean,"",
kaggle_fake_real_medicine_00268,"../raw/kaggle_fake_real/dataset/Real/images223.jpg",authentic,clean,"",
kaggle_fake_real_medicine_00269,"../raw/kaggle_fake_real/dataset/Real/images224.jpg",authentic,clean,"",
kaggle_fake_real_medicine_00270,"../raw/kaggle_fake_real/dataset/Real/images225.jpg",authentic,clean,"",
kaggle_fake_real_medicine_00271,"../raw/kaggle_fake_real/dataset/Real/images226.jpg",authentic,clean,"",
kaggle_fake_real_medicine_00272,"../raw/kaggle_fake_real/dataset/Real/images227.jpg",authentic,clean,"",
kaggle_fake_real_medicine_00273,"../raw/kaggle_fake_real/dataset/Real/images228.jpg",authentic,clean,"",
kaggle_fake_real_medicine_00274,"../raw/kaggle_fake_real/dataset/Real/images229.jpg",authentic,clean,"",
kaggle_fake_real_medicine_00275,"../raw/kaggle_fake_real/dataset/Real/images23.jpg",authentic,clean,"",
kaggle_fake_real_medicine_00276,"../raw/kaggle_fake_real/dataset/Real/images230.jpg",authentic,clean,"",
kaggle_fake_real_medicine_00277,"../raw/kaggle_fake_real/dataset/Real/images231.jpg",authentic,clean,"",
kaggle_fake_real_medicine_00278,"../raw/kaggle_fake_real/dataset/Real/images232.jpg",authentic,clean,"",
kaggle_fake_real_medicine_00279,"../raw/kaggle_fake_real/dataset/Real/images233.jpg",authentic,clean,"",
kaggle_fake_real_medicine_00280,"../raw/kaggle_fake_real/dataset/Real/images234.jpg",authentic,clean,"",
kaggle_fake_real_medicine_00281,"../raw/kaggle_fake_real/dataset/Real/images235.jpg",authentic,clean,"",
kaggle_fake_real_medicine_00282,"../raw/kaggle_fake_real/dataset/Real/images237.jpg",authentic,clean,"",
kaggle_fake_real_medicine_00283,"../raw/kaggle_fake_real/dataset/Real/images238.jpg",authentic,clean,"",
kaggle_fake_real_medicine_00284,"../raw/kaggle_fake_real/dataset/Real/images239.jpg",authentic,clean,"",
kaggle_fake_real_medicine_00285,"../raw/kaggle_fake_real/dataset/Real/images24.jpg",authentic,clean,"",
kaggle_fake_real_medicine_00286,"../raw/kaggle_fake_real/dataset/Real/images240.jpg",authentic,clean,"",
kaggle_fake_real_medicine_00287,"../raw/kaggle_fake_real/dataset/Real/images241.jpg",authentic,clean,"",
kaggle_fake_real_medicine_00288,"../raw/kaggle_fake_real/dataset/Real/images243.jpg",authentic,clean,"",
kaggle_fake_real_medicine_00289,"../raw/kaggle_fake_real/dataset/Real/images244.jpg",authentic,clean,"",
kaggle_fake_real_medicine_00290,"../raw/kaggle_fake_real/dataset/Real/images246.jpg",authentic,clean,"",
kaggle_fake_real_medicine_00291,"../raw/kaggle_fake_real/dataset/Real/images247.jpg",authentic,clean,"",watermark
kaggle_fake_real_medicine_00292,"../raw/kaggle_fake_real/dataset/Real/images248.jpg",authentic,clean,"",
kaggle_fake_real_medicine_00293,"../raw/kaggle_fake_real/dataset/Real/images249.jpg",authentic,clean,"",
kaggle_fake_real_medicine_00294,"../raw/kaggle_fake_real/dataset/Real/images250.jpg",authentic,clean,"",
kaggle_fake_real_medicine_00295,"../raw/kaggle_fake_real/dataset/Real/images251.jpg",authentic,clean,"",
kaggle_fake_real_medicine_00296,"../raw/kaggle_fake_real/dataset/Real/images253.jpg",authentic,clean,"",
kaggle_fake_real_medicine_00297,"../raw/kaggle_fake_real/dataset/Real/images254.jpg",authentic,clean,"",
kaggle_fake_real_medicine_00298,"../raw/kaggle_fake_real/dataset/Real/images255.jpg",authentic,clean,"",
kaggle_fake_real_medicine_00299,"../raw/kaggle_fake_real/dataset/Real/images257.jpg",authentic,clean,"",
kaggle_fake_real_medicine_00300,"../raw/kaggle_fake_real/dataset/Real/images258.jpg",authentic,clean,"",
kaggle_fake_real_medicine_00301,"../raw/kaggle_fake_real/dataset/Real/images259.jpg",authentic,clean,"",
kaggle_fake_real_medicine_00302,"../raw/kaggle_fake_real/dataset/Real/images260.jpg",authentic,clean,"",
kaggle_fake_real_medicine_00303,"../raw/kaggle_fake_real/dataset/Real/images261.jpg",authentic,clean,"",
kaggle_fake_real_medicine_00304,"../raw/kaggle_fake_real/dataset/Real/images262.jpg",authentic,clean,"",
kaggle_fake_real_medicine_00305,"../raw/kaggle_fake_real/dataset/Real/images264.jpg",authentic,clean,"",
kaggle_fake_real_medicine_00306,"../raw/kaggle_fake_real/dataset/Real/images265.jpg",authentic,clean,"",
kaggle_fake_real_medicine_00307,"../raw/kaggle_fake_real/dataset/Real/images266.jpg",authentic,clean,"",
kaggle_fake_real_medicine_00308,"../raw/kaggle_fake_real/dataset/Real/images267.jpg",authentic,clean,"",
kaggle_fake_real_medicine_00309,"../raw/kaggle_fake_real/dataset/Real/images269.jpg",authentic,clean,"",
kaggle_fake_real_medicine_00310,"../raw/kaggle_fake_real/dataset/Real/images270.jpg",authentic,clean,"",
kaggle_fake_real_medicine_00311,"../raw/kaggle_fake_real/dataset/Real/images271.jpg",authentic,clean,"",
kaggle_fake_real_medicine_00312,"../raw/kaggle_fake_real/dataset/Real/images272.jpg",authentic,clean,"",
kaggle_fake_real_medicine_00313,"../raw/kaggle_fake_real/dataset/Real/images274.jpg",authentic,clean,"",
kaggle_fake_real_medicine_00314,"../raw/kaggle_fake_real/dataset/Real/images275.jpg",authentic,clean,"",
kaggle_fake_real_medicine_00315,"../raw/kaggle_fake_real/dataset/Real/images276.jpg",authentic,clean,"",
kaggle_fake_real_medicine_00316,"../raw/kaggle_fake_real/dataset/Real/images278.jpg",authentic,clean,"",
kaggle_fake_real_medicine_00317,"../raw/kaggle_fake_real/dataset/Real/images279.jpg",authentic,clean,"",
kaggle_fake_real_medicine_00318,"../raw/kaggle_fake_real/dataset/Real/images280.jpg",authentic,clean,"",
kaggle_fake_real_medicine_00319,"../raw/kaggle_fake_real/dataset/Real/images281.jpg",authentic,clean,"",
kaggle_fake_real_medicine_00320,"../raw/kaggle_fake_real/dataset/Real/images283.jpg",authentic,clean,"",
kaggle_fake_real_medicine_00321,"../raw/kaggle_fake_real/dataset/Real/images301.jpg",authentic,clean,"",
kaggle_fake_real_medicine_00322,"../raw/kaggle_fake_real/dataset/Real/images302.jpg",authentic,clean,"",
kaggle_fake_real_medicine_00323,"../raw/kaggle_fake_real/dataset/Real/images303.jpg",authentic,clean,"",
kaggle_fake_real_medicine_00324,"../raw/kaggle_fake_real/dataset/Real/images304.jpg",authentic,clean,"",
kaggle_fake_real_medicine_00325,"../raw/kaggle_fake_real/dataset/Real/images305.jpg",authentic,clean,"",
kaggle_fake_real_medicine_00326,"../raw/kaggle_fake_real/dataset/Real/images306.jpg",authentic,clean,"",
kaggle_fake_real_medicine_00327,"../raw/kaggle_fake_real/dataset/Real/images308.jpg",authentic,clean,"",
kaggle_fake_real_medicine_00328,"../raw/kaggle_fake_real/dataset/Real/images309.jpg",authentic,clean,"",
kaggle_fake_real_medicine_00329,"../raw/kaggle_fake_real/dataset/Real/images31.jpg",authentic,watermark,"",
kaggle_fake_real_medicine_00330,"../raw/kaggle_fake_real/dataset/Real/images310.jpg",authentic,clean,"",
kaggle_fake_real_medicine_00331,"../raw/kaggle_fake_real/dataset/Real/images311.jpg",authentic,watermark,"",
kaggle_fake_real_medicine_00332,"../raw/kaggle_fake_real/dataset/Real/images312.jpg",authentic,clean,"",watermark
kaggle_fake_real_medicine_00333,"../raw/kaggle_fake_real/dataset/Real/images313.jpg",authentic,clean,"",
kaggle_fake_real_medicine_00334,"../raw/kaggle_fake_real/dataset/Real/images314.jpg",authentic,clean,"",
kaggle_fake_real_medicine_00335,"../raw/kaggle_fake_real/dataset/Real/images315.jpg",authentic,clean,"",
kaggle_fake_real_medicine_00336,"../raw/kaggle_fake_real/dataset/Real/images316.jpg",authentic,clean,"",
kaggle_fake_real_medicine_00337,"../raw/kaggle_fake_real/dataset/Real/images317.jpg",authentic,clean,"",
kaggle_fake_real_medicine_00338,"../raw/kaggle_fake_real/dataset/Real/images318.jpg",authentic,clean,"",
kaggle_fake_real_medicine_00339,"../raw/kaggle_fake_real/dataset/Real/images319.jpg",authentic,clean,"",
kaggle_fake_real_medicine_00340,"../raw/kaggle_fake_real/dataset/Real/images32.jpg",authentic,clean,"",
kaggle_fake_real_medicine_00341,"../raw/kaggle_fake_real/dataset/Real/images320.jpg",authentic,clean,"",
kaggle_fake_real_medicine_00342,"../raw/kaggle_fake_real/dataset/Real/images322.jpg",authentic,clean,"",
kaggle_fake_real_medicine_00343,"../raw/kaggle_fake_real/dataset/Real/images323.jpg",authentic,clean,"",
kaggle_fake_real_medicine_00344,"../raw/kaggle_fake_real/dataset/Real/images324.jpg",authentic,clean,"",
kaggle_fake_real_medicine_00345,"../raw/kaggle_fake_real/dataset/Real/images325.jpg",authentic,clean,"",
kaggle_fake_real_medicine_00346,"../raw/kaggle_fake_real/dataset/Real/images327.jpg",authentic,clean,"",
kaggle_fake_real_medicine_00347,"../raw/kaggle_fake_real/dataset/Real/images328.jpg",authentic,clean,"",
kaggle_fake_real_medicine_00348,"../raw/kaggle_fake_real/dataset/Real/images329.jpg",authentic,clean,"",
kaggle_fake_real_medicine_00349,"../raw/kaggle_fake_real/dataset/Real/images33.jpg",authentic,clean,"",
kaggle_fake_real_medicine_00350,"../raw/kaggle_fake_real/dataset/Real/images330.jpg",authentic,clean,"",
kaggle_fake_real_medicine_00351,"../raw/kaggle_fake_real/dataset/Real/images331.jpg",authentic,clean,"",
kaggle_fake_real_medicine_00352,"../raw/kaggle_fake_real/dataset/Real/images332.jpg",authentic,clean,"",
kaggle_fake_real_medicine_00353,"../raw/kaggle_fake_real/dataset/Real/images333.jpg",authentic,clean,"",
kaggle_fake_real_medicine_00354,"../raw/kaggle_fake_real/dataset/Real/images334.jpg",authentic,clean,"",
kaggle_fake_real_medicine_00355,"../raw/kaggle_fake_real/dataset/Real/images335.jpg",authentic,clean,"",
kaggle_fake_real_medicine_00356,"../raw/kaggle_fake_real/dataset/Real/images336.jpg",authentic,watermark,"",watermark
kaggle_fake_real_medicine_00357,"../raw/kaggle_fake_real/dataset/Real/images337.jpg",authentic,clean,"",
kaggle_fake_real_medicine_00358,"../raw/kaggle_fake_real/dataset/Real/images338.jpg",authentic,clean,"",
kaggle_fake_real_medicine_00359,"../raw/kaggle_fake_real/dataset/Real/images339.jpg",authentic,clean,"",
kaggle_fake_real_medicine_00360,"../raw/kaggle_fake_real/dataset/Real/images340.jpg",authentic,watermark,"",
kaggle_fake_real_medicine_00361,"../raw/kaggle_fake_real/dataset/Real/images341.jpg",authentic,clean,"",
kaggle_fake_real_medicine_00362,"../raw/kaggle_fake_real/dataset/Real/images343.jpg",authentic,clean,"",
kaggle_fake_real_medicine_00363,"../raw/kaggle_fake_real/dataset/Real/images344.jpg",authentic,clean,"",
kaggle_fake_real_medicine_00364,"../raw/kaggle_fake_real/dataset/Real/images345.jpg",authentic,clean,"",
kaggle_fake_real_medicine_00365,"../raw/kaggle_fake_real/dataset/Real/images346.jpg",authentic,clean,"",
kaggle_fake_real_medicine_00366,"../raw/kaggle_fake_real/dataset/Real/images35.jpg",authentic,clean,"",
kaggle_fake_real_medicine_00367,"../raw/kaggle_fake_real/dataset/Real/images352.jpg",authentic,clean,"",
kaggle_fake_real_medicine_00368,"../raw/kaggle_fake_real/dataset/Real/images36.jpg",authentic,clean,"",
kaggle_fake_real_medicine_00369,"../raw/kaggle_fake_real/dataset/Real/images37.jpg",authentic,clean,"",
kaggle_fake_real_medicine_00370,"../raw/kaggle_fake_real/dataset/Real/images38.jpg",authentic,clean,"",
kaggle_fake_real_medicine_00371,"../raw/kaggle_fake_real/dataset/Real/images39.jpg",authentic,clean,"",
kaggle_fake_real_medicine_00372,"../raw/kaggle_fake_real/dataset/Real/images40.jpg",authentic,clean,"",
kaggle_fake_real_medicine_00373,"../raw/kaggle_fake_real/dataset/Real/images4001.jpg",authentic,clean,"",
kaggle_fake_real_medicine_00374,"../raw/kaggle_fake_real/dataset/Real/images4002.jpg",authentic,clean,"",
kaggle_fake_real_medicine_00375,"../raw/kaggle_fake_real/dataset/Real/images4003.jpg",authentic,clean,"",
kaggle_fake_real_medicine_00376,"../raw/kaggle_fake_real/dataset/Real/images4004.jpg",authentic,clean,"",
kaggle_fake_real_medicine_00377,"../raw/kaggle_fake_real/dataset/Real/images4006.jpg",authentic,screenshot,"",
kaggle_fake_real_medicine_00378,"../raw/kaggle_fake_real/dataset/Real/images4007.jpg",authentic,clean,"",unsure
kaggle_fake_real_medicine_00379,"../raw/kaggle_fake_real/dataset/Real/images4008.jpg",authentic,clean,"",
kaggle_fake_real_medicine_00380,"../raw/kaggle_fake_real/dataset/Real/images4009.jpg",authentic,clean,"",
kaggle_fake_real_medicine_00381,"../raw/kaggle_fake_real/dataset/Real/images4010.jpg",authentic,clean,"",
kaggle_fake_real_medicine_00382,"../raw/kaggle_fake_real/dataset/Real/images4011.jpg",authentic,clean,"",
kaggle_fake_real_medicine_00383,"../raw/kaggle_fake_real/dataset/Real/images4012.jpg",authentic,clean,"",
kaggle_fake_real_medicine_00384,"../raw/kaggle_fake_real/dataset/Real/images4013.jpg",authentic,clean,"",
kaggle_fake_real_medicine_00385,"../raw/kaggle_fake_real/dataset/Real/images4014.jpg",authentic,clean,"",
kaggle_fake_real_medicine_00386,"../raw/kaggle_fake_real/dataset/Real/images4015.jpg",authentic,watermark,"",
kaggle_fake_real_medicine_00387,"../raw/kaggle_fake_real/dataset/Real/images4016.jpg",authentic,clean,"",
kaggle_fake_real_medicine_00388,"../raw/kaggle_fake_real/dataset/Real/images4017.jpg",authentic,clean,"",
kaggle_fake_real_medicine_00389,"../raw/kaggle_fake_real/dataset/Real/images4018.jpg",authentic,clean,"",
kaggle_fake_real_medicine_00390,"../raw/kaggle_fake_real/dataset/Real/images4019.jpg",authentic,clean,"",
kaggle_fake_real_medicine_00391,"../raw/kaggle_fake_real/dataset/Real/images4020.jpg",authentic,clean,"",
kaggle_fake_real_medicine_00392,"../raw/kaggle_fake_real/dataset/Real/images4021.jpg",authentic,clean,"",
kaggle_fake_real_medicine_00393,"../raw/kaggle_fake_real/dataset/Real/images4022.jpg",authentic,clean,"",
kaggle_fake_real_medicine_00394,"../raw/kaggle_fake_real/dataset/Real/images4023.jpg",authentic,clean,"",
kaggle_fake_real_medicine_00395,"../raw/kaggle_fake_real/dataset/Real/images4024.jpg",authentic,clean,"",
kaggle_fake_real_medicine_00396,"../raw/kaggle_fake_real/dataset/Real/images4026.jpg",authentic,clean,"",
kaggle_fake_real_medicine_00397,"../raw/kaggle_fake_real/dataset/Real/images4027.jpg",authentic,clean,"",
kaggle_fake_real_medicine_00398,"../raw/kaggle_fake_real/dataset/Real/images4028.jpg",authentic,watermark,"",
kaggle_fake_real_medicine_00399,"../raw/kaggle_fake_real/dataset/Real/images4029.jpg",authentic,clean,"",
kaggle_fake_real_medicine_00400,"../raw/kaggle_fake_real/dataset/Real/images4030.jpg",authentic,clean,"",
kaggle_fake_real_medicine_00401,"../raw/kaggle_fake_real/dataset/Real/images4032.jpg",authentic,clean,"",
kaggle_fake_real_medicine_00402,"../raw/kaggle_fake_real/dataset/Real/images4034.jpg",authentic,clean,"",
kaggle_fake_real_medicine_00403,"../raw/kaggle_fake_real/dataset/Real/images4035.jpg",authentic,watermark,"",
kaggle_fake_real_medicine_00404,"../raw/kaggle_fake_real/dataset/Real/images4036.jpg",authentic,watermark,"",
kaggle_fake_real_medicine_00405,"../raw/kaggle_fake_real/dataset/Real/images4037.jpg",authentic,clean,"",
kaggle_fake_real_medicine_00406,"../raw/kaggle_fake_real/dataset/Real/images4038.jpg",authentic,watermark,"",
kaggle_fake_real_medicine_00407,"../raw/kaggle_fake_real/dataset/Real/images4041.jpg",authentic,clean,"",
kaggle_fake_real_medicine_00408,"../raw/kaggle_fake_real/dataset/Real/images4042.jpg",authentic,clean,"",
kaggle_fake_real_medicine_00409,"../raw/kaggle_fake_real/dataset/Real/images4043.jpg",authentic,screenshot,"",
kaggle_fake_real_medicine_00410,"../raw/kaggle_fake_real/dataset/Real/images4045.jpg",authentic,clean,"",
kaggle_fake_real_medicine_00411,"../raw/kaggle_fake_real/dataset/Real/images4047.jpg",authentic,clean,"",
kaggle_fake_real_medicine_00412,"../raw/kaggle_fake_real/dataset/Real/images4049.jpg",authentic,clean,"",
kaggle_fake_real_medicine_00413,"../raw/kaggle_fake_real/dataset/Real/images4050.jpg",authentic,clean,"",
kaggle_fake_real_medicine_00414,"../raw/kaggle_fake_real/dataset/Real/images4051.jpg",authentic,clean,"",
kaggle_fake_real_medicine_00415,"../raw/kaggle_fake_real/dataset/Real/images4053.jpg",authentic,watermark,"",
kaggle_fake_real_medicine_00416,"../raw/kaggle_fake_real/dataset/Real/images4055.jpg",authentic,clean,"",
kaggle_fake_real_medicine_00417,"../raw/kaggle_fake_real/dataset/Real/images4056.jpg",authentic,clean,"",
kaggle_fake_real_medicine_00418,"../raw/kaggle_fake_real/dataset/Real/images4059.jpg",authentic,clean,"",
kaggle_fake_real_medicine_00419,"../raw/kaggle_fake_real/dataset/Real/images4061.jpg",authentic,clean,"",
kaggle_fake_real_medicine_00420,"../raw/kaggle_fake_real/dataset/Real/images4062.jpg",authentic,clean,"",
kaggle_fake_real_medicine_00421,"../raw/kaggle_fake_real/dataset/Real/images4064.jpg",authentic,clean,"",
kaggle_fake_real_medicine_00422,"../raw/kaggle_fake_real/dataset/Real/images4065.jpg",authentic,clean,"",
kaggle_fake_real_medicine_00423,"../raw/kaggle_fake_real/dataset/Real/images4069.jpg",authentic,clean,"",
kaggle_fake_real_medicine_00424,"../raw/kaggle_fake_real/dataset/Real/images4070.jpg",authentic,clean,"",
kaggle_fake_real_medicine_00425,"../raw/kaggle_fake_real/dataset/Real/images4071.jpg",authentic,watermark,"",
kaggle_fake_real_medicine_00426,"../raw/kaggle_fake_real/dataset/Real/images4072.jpg",authentic,clean,"",
kaggle_fake_real_medicine_00427,"../raw/kaggle_fake_real/dataset/Real/images4073.jpg",authentic,clean,"",
kaggle_fake_real_medicine_00428,"../raw/kaggle_fake_real/dataset/Real/images4075.jpg",authentic,clean,"",
kaggle_fake_real_medicine_00429,"../raw/kaggle_fake_real/dataset/Real/images4076.jpg",authentic,clean,"",
kaggle_fake_real_medicine_00430,"../raw/kaggle_fake_real/dataset/Real/images4077.jpg",authentic,clean,"",
kaggle_fake_real_medicine_00431,"../raw/kaggle_fake_real/dataset/Real/images4078.jpg",authentic,clean,"",
kaggle_fake_real_medicine_00432,"../raw/kaggle_fake_real/dataset/Real/images4079.jpg",authentic,clean,"",
kaggle_fake_real_medicine_00433,"../raw/kaggle_fake_real/dataset/Real/images4080.jpg",authentic,watermark,"",
kaggle_fake_real_medicine_00434,"../raw/kaggle_fake_real/dataset/Real/images4083.jpg",authentic,watermark,"",
kaggle_fake_real_medicine_00435,"../raw/kaggle_fake_real/dataset/Real/images4084.jpg",authentic,clean,"",
kaggle_fake_real_medicine_00436,"../raw/kaggle_fake_real/dataset/Real/images4086.jpg",authentic,clean,"",
