candidate_id,sheet,cell,commons_title,decision,exclusion_code,reason
BA_001686,sheet_08,r3c4,"File:Interior of quinine extraction factory, Mangpoo. Wellcome M0001619.jpg",,,
BA_001689,sheet_08,r3c5,File:International Certificate of Vaccination or Prophylaxis (Netherlands) - proof of vaccination against COVID-19.png,,,
BA_001704,sheet_08,r4c0,File:Ipswich trolleybus PV 8270 at East Anglia Transport Musuem.jpg,,,
BA_001719,sheet_08,r4c1,File:JA Connexion PPD 529.jpg,,,
BA_001723,sheet_08,r4c2,File:JS Shirataka (PG-829) 01.jpg,,,
BA_001731,sheet_08,r4c3,File:Januvia sitagliptin.jpg,,,
BA_001734,sheet_08,r4c4,"File:Japanese female scientist wearing plastic gloves holding syringe and vial, researching a coronavirus vaccine (50739007612).jpg",,,
BA_001738,sheet_08,r4c5,"File:Jardiance 10mg box, angle view.jpg",,,
BA_001739,sheet_08,r5c0,"File:Jardiance 10mg box, front view.jpg",,,
BA_001741,sheet_08,r5c1,File:Jext300-Autoinjektor+Box.jpg,,,
BA_001749,sheet_08,r5c2,"File:Journal of ophthalmology, otology and laryngology (1913) (14765663901).jpg",,,
BA_001779,sheet_08,r5c3,File:Keppra 100 mg-ml.jpg,,,
BA_001798,sheet_08,r5c4,File:Kravchenko 1903.jpg,,,
BA_001803,sheet_08,r5c5,File:LABEL; Orange Quinine Wine. Prepared accord Wellcome L0031626.jpg,,,
BA_001808,sheet_09,r0c0,File:LOVION Chocolate with Ginseng Carton back (55077022979).jpg,,,
BA_001809,sheet_09,r0c1,File:LOVION Chocolate with Ginseng Carton front (55077023024).jpg,,,
BA_001831,sheet_09,r0c2,"File:Layers of glycerine, propylene glycol, ethylene glycol and water.jpg",,,
BA_001855,sheet_09,r0c3,File:Lexotan.jpg,,,
BA_001859,sheet_09,r0c4,File:Liquigen.jpg,,,
BA_001866,sheet_09,r0c5,"File:Lockheed PV-1 Ventura in flight, circa in late 1943 (NH 94917).jpg",,,
BA_001873,sheet_09,r1c0,File:Lok 19 PV Villablino.jpg,,,
BA_001874,sheet_09,r1c1,File:Lok 19 PV rangiert IMG 0706.jpg,,,
BA_001892,sheet_09,r1c2,File:Loxapine.jpg,,,
BA_001940,sheet_09,r1c3,File:Maaloxx New package.JPG,,,
BA_001941,sheet_09,r1c4,File:Maaloxx Old Package.JPG,,,
BA_002023,sheet_09,r1c5,File:Meg Donnelly in 2018.jpg,,,
BA_002026,sheet_09,r2c0,File:Meg Hillier.jpg,,,
BA_002028,sheet_09,r2c1,File:Meg Medina (11591).jpg,,,
BA_002029,sheet_09,r2c2,File:Meg Meyers - 15318857471.jpg,,,
BA_002030,sheet_09,r2c3,File:Meg Meyers.jpg,,,
BA_002033,sheet_09,r2c4,File:Meg Rosoff.jpg,,,
BA_002034,sheet_09,r2c5,File:Meg Thalken.jpg,,,
BA_002049,sheet_09,r3c0,File:Meitar Collection (997008136729205171).jpg,,,
BA_002050,sheet_09,r3c1,File:Meitar Collection (997008136729305171).jpg,,,
BA_002055,sheet_09,r3c2,File:Men decathlon PV French Athletics Championships 2013 t141910a.jpg,,,
BA_002056,sheet_09,r3c3,File:Men decathlon PV French Athletics Championships 2013 t141910b.jpg,,,
BA_002057,sheet_09,r3c4,File:Men decathlon PV French Athletics Championships 2013 t141910c.jpg,,,
BA_002058,sheet_09,r3c5,File:Men decathlon PV French Athletics Championships 2013 t141911a.jpg,,,
BA_002060,sheet_09,r4c0,File:MenB Vaccine Rollout Queue.jpg,,,
BA_002061,sheet_09,r4c1,File:MenQuadfi box.jpg,,,
BA_002062,sheet_09,r4c2,File:MenQuadfi vial.jpg,,,
BA_002066,sheet_09,r4c3,File:Meningococcal B vaccine.jpg,,,
BA_002072,sheet_09,r4c4,File:Menitorix.jpg,,,
BA_002091,sheet_09,r4c5,File:Microbiologist 01.jpg,,,
BA_002094,sheet_09,r5c0,File:Midol Modern Packaging 2023.jpg,,,
BA_002096,sheet_09,r5c1,File:Miles Nervine Effervescent Tablets.jpg,,,
BA_002119,sheet_09,r5c2,File:Moderna COVID-19 vaccine (2020) B.jpg,,,
BA_002120,sheet_09,r5c3,File:Moderna COVID-19 vaccine (2021) (cropped).jpg,,,
BA_002121,sheet_09,r5c4,File:Moderna COVID-19 vaccine (2021) C.jpg,,,
BA_002146,sheet_09,r5c5,File:Myrhorod Independence Str. 2 Memorial Table of Founder of Myrhorod Local History Museum - Opanas Slastion (YDS 6989).jpg,,,
BA_002151,sheet_10,r0c0,File:Médicament̠ coartem contre paludisme (Malaria) 01.jpg,,,
BA_002152,sheet_10,r0c1,File:Médicament̠ coartem contre paludisme (Malaria) 02.jpg,,,
BA_002153,sheet_10,r0c2,File:Médicament̠ coartem contre paludisme (Malaria) 03.jpg,,,
BA_002154,sheet_10,r0c3,File:Médicament̠ coartem contre paludisme (Malaria) 04.jpg,,,
BA_002155,sheet_10,r0c4,File:Médicament̠ coartem contre paludisme (Malaria) 05.jpg,,,
BA_002156,sheet_10,r0c5,File:Médicament̠ coartem contre paludisme (Malaria) 06.jpg,,,
BA_002176,sheet_10,r1c0,File:National Vitamin A Plus Campaign 2020 Children's Hospital Dhaka 2020-01-11 (PID-0034826).jpg,,,
BA_002188,sheet_10,r1c1,File:New adjutant general visits the 192nd Fighter Wing 140607-Z-VT953-118.jpg,,,
BA_002191,sheet_10,r1c2,File:Nimenrix (Pfizer).jpg,,,
BA_002192,sheet_10,r1c3,File:Nimenrix.jpg,,,
BA_002336,sheet_10,r1c4,File:OnyNorm förpackning.jpg,,,
BA_002339,sheet_10,r1c5,File:Opana Radar Site.jpg,,,
BA_002345,sheet_10,r2c0,File:Open Wide (Explored) - Flickr - Carol (vanhookc).jpg,,,
BA_002371,sheet_10,r2c1,File:Oxford AstraZeneca COVID-19 vaccine (2021) A.jpeg,,,
BA_002373,sheet_10,r2c2,File:Oxford AstraZeneca COVID-19 vaccine (2021) B.jpeg,,,
BA_002374,sheet_10,r2c3,File:Oxford AstraZeneca COVID-19 vaccine (2021) C.jpeg,,,
BA_002375,sheet_10,r2c4,File:Oxford AstraZeneca COVID-19 vaccine (2021) D.jpeg,,,
BA_002376,sheet_10,r2c5,File:Oxford AstraZeneca COVID-19 vaccine (2021) E.jpeg,,,
BA_002377,sheet_10,r3c0,File:Oxford AstraZeneca COVID-19 vaccine (2021) F.jpeg,,,
BA_002378,sheet_10,r3c1,File:Oxford AstraZeneca COVID-19 vaccine (2021) G.jpeg,,,
BA_002381,sheet_10,r3c2,File:Oxford AstraZeneca COVID-19 vaccine (2021) I.jpg,,,
BA_002382,sheet_10,r3c3,File:Oxford AstraZeneca COVID-19 vaccine (2021) J.jpg,,,
BA_002383,sheet_10,r3c4,File:Oxford AstraZeneca COVID-19 vaccine (2021) K.jpg,,,
BA_002384,sheet_10,r3c5,File:Oxford AstraZeneca COVID-19 vaccine (2021) L.jpg,,,
BA_002385,sheet_10,r4c0,File:Oxford AstraZeneca COVID-19 vaccine (2021) M.jpg,,,
BA_002386,sheet_10,r4c1,File:Oxford AstraZeneca COVID-19 vaccine (2021) N.jpg,,,
BA_002387,sheet_10,r4c2,File:Oxford AstraZeneca COVID-19 vaccine (2021) O.jpg,,,
BA_002388,sheet_10,r4c3,File:Oxford AstraZeneca COVID-19 vaccine (2021) P.jpg,,,
BA_002389,sheet_10,r4c4,File:Oxford AstraZeneca COVID-19 vaccine (2021) Q.jpg,,,
BA_002391,sheet_10,r4c5,File:Oxford AstraZeneca COVID-19 vaccine (2021) T.jpg,,,
BA_002431,sheet_10,r5c0,File:OxyContin branded oxycodone 10mg (OC side).jpg,,,
BA_002433,sheet_10,r5c1,File:OxyContin setup.jpg,,,
BA_002436,sheet_10,r5c2,File:Oxycodone (40139364063).jpg,,,
BA_002440,sheet_10,r5c3,File:Oxycodone Pill (cropped).jpg,,,
BA_002442,sheet_10,r5c4,File:Oxycodone Prescription Bottle with Pills Spilling Out. (39390810310).jpg,,,
BA_002443,sheet_10,r5c5,File:Oxycodone Prescription Bottle with Pills Spilling Out. (41201105871).jpg,,,
BA_002444,sheet_11,r0c0,File:Oxycodone Syrup 10mg per ml.jpg,,,
BA_002445,sheet_11,r0c1,File:Oxycodone Teva 5 mg .jpg,,,
BA_002465,sheet_11,r0c2,File:Ozempic (53899794358).jpg,,,
BA_002466,sheet_11,r0c3,File:Ozempic Semaglutide 0.5mg.jpg,,,
BA_002467,sheet_11,r0c4,File:Ozempic® 3ml.jpg,,,
BA_002468,sheet_11,r0c5,File:P ALAXIN TS TABLET.jpg,,,
BA_002517,sheet_11,r1c0,File:Pacific Partnership 2024-2 in Yap (8634078).jpg,,,
BA_002544,sheet_11,r1c1,"File:Pandemic Preparedness- examples of High-Priority ""Prototype Pathogens"" (left to right)- hantavirus, yellow fever virus, Nipah virus, picornavirus, and Chikungunya - 1.jpg",,,
BA_002638,sheet_11,r1c2,File:Pfizer COVID-19 vaccine for ages 5 to 11 years.jpg,,,
BA_002643,sheet_11,r1c3,File:Pfizer-BioNTech COVID-19 vaccine (2020) A.jpg,,,
BA_002646,sheet_11,r1c4,File:Pfizer-BioNTech COVID-19 vaccine (2020) C-beschnitten.jpg,,,
BA_002648,sheet_11,r1c5,File:Pfizer-BioNTech COVID-19 vaccine (2020) D (cropped).jpg,,,
BA_002652,sheet_11,r2c0,File:Pfizer-BioNTech COVID-19 vaccine (2020) G (cropped).jpg,,,
BA_002780,sheet_11,r2c1,File:Pneumovax 23.jpg,,,
BA_002783,sheet_11,r2c2,File:Pofol.JPG,,,
BA_002795,sheet_11,r2c3,File:Posto de vacinação da febre amarela.jpg,,,
BA_002824,sheet_11,r2c4,File:President Trump meets with the Gilead CEO (49854752361).jpg,,,
BA_002825,sheet_11,r2c5,File:President Trump meets with the Gilead CEO (49854752376).jpg,,,
BA_002826,sheet_11,r3c0,File:President Trump meets with the Gilead CEO (49855054497).jpg,,,
BA_002845,sheet_11,r3c1,File:Propofol 01.jpg,,,
BA_002847,sheet_11,r3c2,File:Propofol 03.jpg,,,
BA_002853,sheet_11,r3c3,File:Propofol 09.jpg,,,
BA_002854,sheet_11,r3c4,File:Propofol 10.jpg,,,
BA_002895,sheet_11,r3c5,File:Provody na Sich.jpg,,,
BA_002914,sheet_11,r4c0,File:Quenching of Quinine fluorescence by chloride ions.JPG,,,
BA_002926,sheet_11,r4c1,File:Quinine Advertisement.jpg,,,
BA_002928,sheet_11,r4c2,File:Quinine INH Gennadius.jpg,,,
BA_002934,sheet_11,r4c3,File:Quinine specialists of the 19th century. Wellcome V0027531.jpg,,,
BA_002936,sheet_11,r4c4,"File:Quinine sulphate bottle, London, England, 1860-1910 Wellcome L0058980.jpg",,,
BA_002953,sheet_11,r4c5,File:RADM Childs Japan.jpg,,,
BA_002987,sheet_11,r5c0,File:Remdesivir.jpg,,,
BA_003030,sheet_11,r5c1,File:Rybelsus 14mg bottle angle view.jpg,,,
BA_003031,sheet_11,r5c2,File:Rybelsus 14mg bottle front view.jpg,,,
BA_003032,sheet_11,r5c3,File:Rybelsus 14mg box angle view.jpg,,,
BA_003033,sheet_11,r5c4,File:Rybelsus 14mg box front view.jpg,,,
BA_003034,sheet_11,r5c5,File:Rybelsus 3mg 7mg.jpg,,,
BA_003035,sheet_12,r0c0,File:Rybelsus 3mg bottle angle view.jpg,,,
BA_003036,sheet_12,r0c1,File:Rybelsus 3mg box angle view.jpg,,,
BA_003038,sheet_12,r0c2,File:Rybelsus 7mg bottle front view.jpg,,,
BA_003040,sheet_12,r0c3,File:Rybelsus 7mg box front view.jpg,,,
BA_003066,sheet_12,r0c4,File:Sandoz.Methylprednisolone.4mg.jpg,,,
BA_003071,sheet_12,r0c5,File:Sardar Md. Sakhawat Hossain administering Vitamin A capsules at Vitamin A Plus Campaign inauguration in Dhaka 2026-06-28.jpg,,,
BA_003078,sheet_12,r1c0,File:Sea buckthorn seed oil gel.JPEG,,,
BA_003096,sheet_12,r1c1,File:Seoul National University Hospital Morning Patient Meal Covered.jpg,,,
BA_003119,sheet_12,r1c2,"File:Sinopharm BBIBP-CorV COVID-19 vaccine vial from Nikli, Bangladesh.jpg",,,
BA_003120,sheet_12,r1c3,File:Sinopharm Star Shark VE Soft Capsules.jpg,,,
BA_003126,sheet_12,r1c4,File:Slastion-Bandurist Samiylo Yasnij.jpg,,,
BA_003131,sheet_12,r1c5,File:Slastion-Kobzar Hovtvan.jpg,,,
BA_003132,sheet_12,r2c0,File:Slastion-Kobzar P. Tkachenko.jpg,,,
BA_003146,sheet_12,r2c1,File:Sofosbuvir-Taraz.jpg,,,
BA_003181,sheet_12,r2c2,File:Southern medicine and surgery (serial) (1942) (14579348097).jpg,,,
BA_003182,sheet_12,r2c3,File:Sovaldi 400mg.jpg,,,
BA_003184,sheet_12,r2c4,File:Soviet International Certificate of Vaccination or Revaccination Against Yellow Fever.jpg,,,
BA_003185,sheet_12,r2c5,File:Sovodak.jpg,,,
BA_003190,sheet_12,r3c0,File:Stamaril (Yellow fever vaccine).jpg,,,
BA_003191,sheet_12,r3c1,File:Stamaril FIN.jpg,,,
BA_003192,sheet_12,r3c2,File:Stamaril.jpg,,,
BA_003320,sheet_12,r3c3,File:Tanzania issued yellow fever certificate.jpg,,,
BA_003337,sheet_12,r3c4,File:The Canadian nurse (1939) (14584765199).jpg,,,
BA_003338,sheet_12,r3c5,File:The Canadian nurse (1939) (14584775149).jpg,,,
BA_003339,sheet_12,r4c0,File:The Canadian nurse (1939) (14769100424).jpg,,,
BA_003367,sheet_12,r4c1,"File:The Secretary, Ministry of Health and Family Welfare, Shri Prasanna Hota at the Launch of Tyfex Vaccine for Typhoid and Hivac-B vaccine for Hepatitis-B, in New Delhi on October 30, 2006.jpg",,,
BA_003368,sheet_12,r4c2,File:The World almanac and encyclopedia (1915) (14596556437).jpg,,,
BA_003428,sheet_12,r4c3,File:Tube de lysopaine.jpg,,,
BA_003434,sheet_12,r4c4,File:Twinrix GlaxoSmithKline - i-hepA & r-hepB-S-Ag - doos Terumo-naald spuiten.JPG,,,
BA_003435,sheet_12,r4c5,File:Twinrix.jpg,,,
BA_003454,sheet_12,r5c0,"File:U.S. Army medical researchers take part in World Malaria Day 2010, Kisumu, Kenya April 25, 2010.jpg",,,
BA_003455,sheet_12,r5c1,File:UK Government urges business to boost vaccines effort.jpg,,,
BA_003456,sheet_12,r5c2,File:US Navy 050602-N-0555B-006 Hospital Corpsman 3rd Class Natasha Wooden administers a Hepatitis-B vaccine to a Sailors aboard the Nimitz class aircraft carrier USS Ronald Reagan (CVN 76).jpg,,,
BA_003457,sheet_12,r5c3,"File:US Navy 070406-N-5627R-326 Airman Sandra Valdovinos, from Delano, Calif., administers Airman Adam Helton, from Mesa, Ariz., a Hepatitis B vaccine.jpg",,,
BA_003504,sheet_12,r5c4,File:Vaccin infections invasives à méningocoque.jpg,,,
BA_003505,sheet_12,r5c5,File:Vaccines UK 16 weeks 2022.jpg,,,
BA_003506,sheet_13,r0c0,File:Vacina febreamarela.jpg,,,
BA_003526,sheet_13,r0c1,"File:Vitamin A Capsule Feeding Program Inauguration, Bauphal Upazila, Patuakhali, 2016-07-16.jpg",,,
BA_003527,sheet_13,r0c2,File:Vitamin B12 B-komplex.jpg,,,
BA_003545,sheet_13,r0c3,"File:Vue de l'Hostel de Mr. le Mareschal Daumont, du costé du Jardin a Paris, G.435(2).jpg",,,
BA_003546,sheet_13,r0c4,"File:Vue de l'Hostel de Mr. le Mareschal Daumont, du costé du Jardin a Paris, G.435(3).jpg",,,
BA_003575,sheet_13,r0c5,File:Wegovy - Semaglutide.jpg,,,
