image_id,case_id,record_type,status,label,evidence_strength,source_url,original_image_url,notes,license_verified_date,image_license,copyright_holder,license_source_url,redistribution_status,license_basis
PC_000054,CASE_0015,direct_image_reference,reference_verified,FALSIFIED,E3,https://www.who.int/teams/regulation-prequalification/incidents,https://www.who.int/images/default-source/departments/essential-medicines/2019-drugs-alert/drug-alert-4/dukoral-pic1.jpg?sfvrsn=bef5d5b9_12,photo: falsified Dukoral batch KV8262B1 Exact alert URL still needs to be recorded before final publication; generic incidents index is not sufficient provenance. Exact alert URL still needs to be recorded before final publication; generic incidents index is not sufficient provenance.,2026-09-07,unknown_permission_required,WHO or credited third party; image-level ownership not established,https://www.who.int/about/policies/publishing/copyright,metadata_only_permission_required,WHO states copyrighted photos/figures require permission unless covered by an applicable CC license; third-party material is not automatically covered.
PC_000055,CASE_0017,direct_image_reference,reference_verified,FALSIFIED,E3,https://www.who.int/teams/regulation-prequalification/incidents,https://www.who.int/images/default-source/substandard-and-falsified-medical-products/defibrotide.jpg,photo: falsified defibrotide vial Exact alert URL still needs to be recorded before final publication; generic incidents index is not sufficient provenance. Exact alert URL still needs to be recorded before final publication; generic incidents index is not sufficient provenance.,2026-09-07,unknown_permission_required,WHO or credited third party; image-level ownership not established,https://www.who.int/about/policies/publishing/copyright,metadata_only_permission_required,WHO states copyrighted photos/figures require permission unless covered by an applicable CC license; third-party material is not automatically covered.
PC_000056,CASE_0020,direct_image_reference,reference_verified,FALSIFIED,E3,https://www.who.int/teams/regulation-prequalification/incidents,https://cdn.who.int/media/images/default-source/substandard-and-falsified-medical-products/n6_2021_biotech.png?Status=Master&sfvrsn=3e8bcbd1_15,photo: falsified Pfizer-BioNTech vaccine vial Exact alert URL still needs to be recorded before final publication; generic incidents index is not sufficient provenance. Exact alert URL still needs to be recorded before final publication; generic incidents index is not sufficient provenance.,2026-09-07,unknown_permission_required,WHO or credited third party; image-level ownership not established,https://www.who.int/about/policies/publishing/copyright,metadata_only_permission_required,WHO states copyrighted photos/figures require permission unless covered by an applicable CC license; third-party material is not automatically covered.
PC_000057,CASE_0021,direct_image_reference,reference_verified,FALSIFIED,E3,https://www.who.int/teams/regulation-prequalification/incidents,https://www.who.int/images/default-source/substandard-and-falsified-medical-products/tabla2_n5.2021_sp.png?Status=Master&sfvrsn=de61395b_5,photo/table: falsified COVISHIELD lot 4121Z040 Exact alert URL still needs to be recorded before final publication; generic incidents index is not sufficient provenance. Exact alert URL still needs to be recorded before final publication; generic incidents index is not sufficient provenance.,2026-09-07,unknown_permission_required,WHO or credited third party; image-level ownership not established,https://www.who.int/about/policies/publishing/copyright,metadata_only_permission_required,WHO states copyrighted photos/figures require permission unless covered by an applicable CC license; third-party material is not automatically covered.
PC_000058,CASE_0013,source_photo_queue,awaiting_specific_image_url,,E3,https://www.who.int/teams/regulation-prequalification/incidents,,QUEUE ONLY: candidate slot 1 on the current WHO alert/source page. Do not treat as an image until a specific source image URL is extracted and reviewed. WHO alert contains photographs of confirmed falsified hydrochlorothiazide. Exact alert URL still needs to be recorded before final publication; generic incidents index is not sufficient provenance. Exact alert URL still needs to be recorded before final publication; generic incidents index is not sufficient provenance.,2026-09-07,not_verified,unknown,,metadata_only_license_not_verified,No individual image license evidence was available because this record is a source-photo queue entry.
PC_000059,CASE_0013,source_photo_queue,awaiting_specific_image_url,,E3,https://www.who.int/teams/regulation-prequalification/incidents,,QUEUE ONLY: candidate slot 2 on the current WHO alert/source page. Do not treat as an image until a specific source image URL is extracted and reviewed. WHO alert contains photographs of confirmed falsified hydrochlorothiazide. Exact alert URL still needs to be recorded before final publication; generic incidents index is not sufficient provenance. Exact alert URL still needs to be recorded before final publication; generic incidents index is not sufficient provenance.,2026-09-07,not_verified,unknown,,metadata_only_license_not_verified,No individual image license evidence was available because this record is a source-photo queue entry.
PC_000060,CASE_0013,source_photo_queue,awaiting_specific_image_url,,E3,https://www.who.int/teams/regulation-prequalification/incidents,,QUEUE ONLY: candidate slot 3 on the current WHO alert/source page. Do not treat as an image until a specific source image URL is extracted and reviewed. WHO alert contains photographs of confirmed falsified hydrochlorothiazide. Exact alert URL still needs to be recorded before final publication; generic incidents index is not sufficient provenance. Exact alert URL still needs to be recorded before final publication; generic incidents index is not sufficient provenance.,2026-09-07,not_verified,unknown,,metadata_only_license_not_verified,No individual image license evidence was available because this record is a source-photo queue entry.
PC_000061,CASE_0013,source_photo_queue,awaiting_specific_image_url,,E3,https://www.who.int/teams/regulation-prequalification/incidents,,QUEUE ONLY: candidate slot 4 on the current WHO alert/source page. Do not treat as an image until a specific source image URL is extracted and reviewed. WHO alert contains photographs of confirmed falsified hydrochlorothiazide. Exact alert URL still needs to be recorded before final publication; generic incidents index is not sufficient provenance. Exact alert URL still needs to be recorded before final publication; generic incidents index is not sufficient provenance.,2026-09-07,not_verified,unknown,,metadata_only_license_not_verified,No individual image license evidence was available because this record is a source-photo queue entry.
PC_000062,CASE_0013,source_photo_queue,awaiting_specific_image_url,,E3,https://www.who.int/teams/regulation-prequalification/incidents,,QUEUE ONLY: candidate slot 5 on the current WHO alert/source page. Do not treat as an image until a specific source image URL is extracted and reviewed. WHO alert contains photographs of confirmed falsified hydrochlorothiazide. Exact alert URL still needs to be recorded before final publication; generic incidents index is not sufficient provenance. Exact alert URL still needs to be recorded before final publication; generic incidents index is not sufficient provenance.,2026-09-07,not_verified,unknown,,metadata_only_license_not_verified,No individual image license evidence was available because this record is a source-photo queue entry.
PC_000063,CASE_0013,source_photo_queue,awaiting_specific_image_url,,E3,https://www.who.int/teams/regulation-prequalification/incidents,,QUEUE ONLY: candidate slot 6 on the current WHO alert/source page. Do not treat as an image until a specific source image URL is extracted and reviewed. WHO alert contains photographs of confirmed falsified hydrochlorothiazide. Exact alert URL still needs to be recorded before final publication; generic incidents index is not sufficient provenance. Exact alert URL still needs to be recorded before final publication; generic incidents index is not sufficient provenance.,2026-09-07,not_verified,unknown,,metadata_only_license_not_verified,No individual image license evidence was available because this record is a source-photo queue entry.
PC_000064,CASE_0013,source_photo_queue,awaiting_specific_image_url,,E3,https://www.who.int/teams/regulation-prequalification/incidents,,QUEUE ONLY: candidate slot 7 on the current WHO alert/source page. Do not treat as an image until a specific source image URL is extracted and reviewed. WHO alert contains photographs of confirmed falsified hydrochlorothiazide. Exact alert URL still needs to be recorded before final publication; generic incidents index is not sufficient provenance. Exact alert URL still needs to be recorded before final publication; generic incidents index is not sufficient provenance.,2026-09-07,not_verified,unknown,,metadata_only_license_not_verified,No individual image license evidence was available because this record is a source-photo queue entry.
PC_000065,CASE_0014,source_photo_queue,awaiting_specific_image_url,,E3,https://www.who.int/teams/regulation-prequalification/incidents,,QUEUE ONLY: candidate slot 1 on the current WHO alert/source page. Do not treat as an image until a specific source image URL is extracted and reviewed. WHO alert contains photographs of falsified Mencevax batches. Exact alert URL still needs to be recorded before final publication; generic incidents index is not sufficient provenance. Exact alert URL still needs to be recorded before final publication; generic incidents index is not sufficient provenance.,2026-09-07,not_verified,unknown,,metadata_only_license_not_verified,No individual image license evidence was available because this record is a source-photo queue entry.
PC_000066,CASE_0014,source_photo_queue,awaiting_specific_image_url,,E3,https://www.who.int/teams/regulation-prequalification/incidents,,QUEUE ONLY: candidate slot 2 on the current WHO alert/source page. Do not treat as an image until a specific source image URL is extracted and reviewed. WHO alert contains photographs of falsified Mencevax batches. Exact alert URL still needs to be recorded before final publication; generic incidents index is not sufficient provenance. Exact alert URL still needs to be recorded before final publication; generic incidents index is not sufficient provenance.,2026-09-07,not_verified,unknown,,metadata_only_license_not_verified,No individual image license evidence was available because this record is a source-photo queue entry.
PC_000067,CASE_0014,source_photo_queue,awaiting_specific_image_url,,E3,https://www.who.int/teams/regulation-prequalification/incidents,,QUEUE ONLY: candidate slot 3 on the current WHO alert/source page. Do not treat as an image until a specific source image URL is extracted and reviewed. WHO alert contains photographs of falsified Mencevax batches. Exact alert URL still needs to be recorded before final publication; generic incidents index is not sufficient provenance. Exact alert URL still needs to be recorded before final publication; generic incidents index is not sufficient provenance.,2026-09-07,not_verified,unknown,,metadata_only_license_not_verified,No individual image license evidence was available because this record is a source-photo queue entry.
PC_000068,CASE_0014,source_photo_queue,awaiting_specific_image_url,,E3,https://www.who.int/teams/regulation-prequalification/incidents,,QUEUE ONLY: candidate slot 4 on the current WHO alert/source page. Do not treat as an image until a specific source image URL is extracted and reviewed. WHO alert contains photographs of falsified Mencevax batches. Exact alert URL still needs to be recorded before final publication; generic incidents index is not sufficient provenance. Exact alert URL still needs to be recorded before final publication; generic incidents index is not sufficient provenance.,2026-09-07,not_verified,unknown,,metadata_only_license_not_verified,No individual image license evidence was available because this record is a source-photo queue entry.
PC_000069,CASE_0014,source_photo_queue,awaiting_specific_image_url,,E3,https://www.who.int/teams/regulation-prequalification/incidents,,QUEUE ONLY: candidate slot 5 on the current WHO alert/source page. Do not treat as an image until a specific source image URL is extracted and reviewed. WHO alert contains photographs of falsified Mencevax batches. Exact alert URL still needs to be recorded before final publication; generic incidents index is not sufficient provenance. Exact alert URL still needs to be recorded before final publication; generic incidents index is not sufficient provenance.,2026-09-07,not_verified,unknown,,metadata_only_license_not_verified,No individual image license evidence was available because this record is a source-photo queue entry.
PC_000070,CASE_0014,source_photo_queue,awaiting_specific_image_url,,E3,https://www.who.int/teams/regulation-prequalification/incidents,,QUEUE ONLY: candidate slot 6 on the current WHO alert/source page. Do not treat as an image until a specific source image URL is extracted and reviewed. WHO alert contains photographs of falsified Mencevax batches. Exact alert URL still needs to be recorded before final publication; generic incidents index is not sufficient provenance. Exact alert URL still needs to be recorded before final publication; generic incidents index is not sufficient provenance.,2026-09-07,not_verified,unknown,,metadata_only_license_not_verified,No individual image license evidence was available because this record is a source-photo queue entry.
PC_000071,CASE_0014,source_photo_queue,awaiting_specific_image_url,,E3,https://www.who.int/teams/regulation-prequalification/incidents,,QUEUE ONLY: candidate slot 7 on the current WHO alert/source page. Do not treat as an image until a specific source image URL is extracted and reviewed. WHO alert contains photographs of falsified Mencevax batches. Exact alert URL still needs to be recorded before final publication; generic incidents index is not sufficient provenance. Exact alert URL still needs to be recorded before final publication; generic incidents index is not sufficient provenance.,2026-09-07,not_verified,unknown,,metadata_only_license_not_verified,No individual image license evidence was available because this record is a source-photo queue entry.
PC_000072,CASE_0015,source_photo_queue,awaiting_specific_image_url,,E3,https://www.who.int/teams/regulation-prequalification/incidents,,QUEUE ONLY: candidate slot 1 on the current WHO alert/source page. Do not treat as an image until a specific source image URL is extracted and reviewed. WHO alert contains photographs of falsified Dukoral. Exact alert URL still needs to be recorded before final publication; generic incidents index is not sufficient provenance. Exact alert URL still needs to be recorded before final publication; generic incidents index is not sufficient provenance.,2026-09-07,not_verified,unknown,,metadata_only_license_not_verified,No individual image license evidence was available because this record is a source-photo queue entry.
PC_000073,CASE_0015,source_photo_queue,awaiting_specific_image_url,,E3,https://www.who.int/teams/regulation-prequalification/incidents,,QUEUE ONLY: candidate slot 2 on the current WHO alert/source page. Do not treat as an image until a specific source image URL is extracted and reviewed. WHO alert contains photographs of falsified Dukoral. Exact alert URL still needs to be recorded before final publication; generic incidents index is not sufficient provenance. Exact alert URL still needs to be recorded before final publication; generic incidents index is not sufficient provenance.,2026-09-07,not_verified,unknown,,metadata_only_license_not_verified,No individual image license evidence was available because this record is a source-photo queue entry.
PC_000074,CASE_0015,source_photo_queue,awaiting_specific_image_url,,E3,https://www.who.int/teams/regulation-prequalification/incidents,,QUEUE ONLY: candidate slot 3 on the current WHO alert/source page. Do not treat as an image until a specific source image URL is extracted and reviewed. WHO alert contains photographs of falsified Dukoral. Exact alert URL still needs to be recorded before final publication; generic incidents index is not sufficient provenance. Exact alert URL still needs to be recorded before final publication; generic incidents index is not sufficient provenance.,2026-09-07,not_verified,unknown,,metadata_only_license_not_verified,No individual image license evidence was available because this record is a source-photo queue entry.
PC_000075,CASE_0015,source_photo_queue,awaiting_specific_image_url,,E3,https://www.who.int/teams/regulation-prequalification/incidents,,QUEUE ONLY: candidate slot 4 on the current WHO alert/source page. Do not treat as an image until a specific source image URL is extracted and reviewed. WHO alert contains photographs of falsified Dukoral. Exact alert URL still needs to be recorded before final publication; generic incidents index is not sufficient provenance. Exact alert URL still needs to be recorded before final publication; generic incidents index is not sufficient provenance.,2026-09-07,not_verified,unknown,,metadata_only_license_not_verified,No individual image license evidence was available because this record is a source-photo queue entry.
PC_000076,CASE_0015,source_photo_queue,awaiting_specific_image_url,,E3,https://www.who.int/teams/regulation-prequalification/incidents,,QUEUE ONLY: candidate slot 5 on the current WHO alert/source page. Do not treat as an image until a specific source image URL is extracted and reviewed. WHO alert contains photographs of falsified Dukoral. Exact alert URL still needs to be recorded before final publication; generic incidents index is not sufficient provenance. Exact alert URL still needs to be recorded before final publication; generic incidents index is not sufficient provenance.,2026-09-07,not_verified,unknown,,metadata_only_license_not_verified,No individual image license evidence was available because this record is a source-photo queue entry.
PC_000077,CASE_0015,source_photo_queue,awaiting_specific_image_url,,E3,https://www.who.int/teams/regulation-prequalification/incidents,,QUEUE ONLY: candidate slot 6 on the current WHO alert/source page. Do not treat as an image until a specific source image URL is extracted and reviewed. WHO alert contains photographs of falsified Dukoral. Exact alert URL still needs to be recorded before final publication; generic incidents index is not sufficient provenance. Exact alert URL still needs to be recorded before final publication; generic incidents index is not sufficient provenance.,2026-09-07,not_verified,unknown,,metadata_only_license_not_verified,No individual image license evidence was available because this record is a source-photo queue entry.
PC_000078,CASE_0015,source_photo_queue,awaiting_specific_image_url,,E3,https://www.who.int/teams/regulation-prequalification/incidents,,QUEUE ONLY: candidate slot 7 on the current WHO alert/source page. Do not treat as an image until a specific source image URL is extracted and reviewed. WHO alert contains photographs of falsified Dukoral. Exact alert URL still needs to be recorded before final publication; generic incidents index is not sufficient provenance. Exact alert URL still needs to be recorded before final publication; generic incidents index is not sufficient provenance.,2026-09-07,not_verified,unknown,,metadata_only_license_not_verified,No individual image license evidence was available because this record is a source-photo queue entry.
PC_000079,CASE_0016,source_photo_queue,awaiting_specific_image_url,,E3,https://www.who.int/teams/regulation-prequalification/incidents,,QUEUE ONLY: candidate slot 1 on the current WHO alert/source page. Do not treat as an image until a specific source image URL is extracted and reviewed. WHO alert documents confirmed falsified product and laboratory findings. Exact alert URL still needs to be recorded before final publication; generic incidents index is not sufficient provenance. Exact alert URL still needs to be recorded before final publication; generic incidents index is not sufficient provenance.,2026-09-07,not_verified,unknown,,metadata_only_license_not_verified,No individual image license evidence was available because this record is a source-photo queue entry.
PC_000080,CASE_0016,source_photo_queue,awaiting_specific_image_url,,E3,https://www.who.int/teams/regulation-prequalification/incidents,,QUEUE ONLY: candidate slot 2 on the current WHO alert/source page. Do not treat as an image until a specific source image URL is extracted and reviewed. WHO alert documents confirmed falsified product and laboratory findings. Exact alert URL still needs to be recorded before final publication; generic incidents index is not sufficient provenance. Exact alert URL still needs to be recorded before final publication; generic incidents index is not sufficient provenance.,2026-09-07,not_verified,unknown,,metadata_only_license_not_verified,No individual image license evidence was available because this record is a source-photo queue entry.
PC_000081,CASE_0016,source_photo_queue,awaiting_specific_image_url,,E3,https://www.who.int/teams/regulation-prequalification/incidents,,QUEUE ONLY: candidate slot 3 on the current WHO alert/source page. Do not treat as an image until a specific source image URL is extracted and reviewed. WHO alert documents confirmed falsified product and laboratory findings. Exact alert URL still needs to be recorded before final publication; generic incidents index is not sufficient provenance. Exact alert URL still needs to be recorded before final publication; generic incidents index is not sufficient provenance.,2026-09-07,not_verified,unknown,,metadata_only_license_not_verified,No individual image license evidence was available because this record is a source-photo queue entry.
PC_000082,CASE_0016,source_photo_queue,awaiting_specific_image_url,,E3,https://www.who.int/teams/regulation-prequalification/incidents,,QUEUE ONLY: candidate slot 4 on the current WHO alert/source page. Do not treat as an image until a specific source image URL is extracted and reviewed. WHO alert documents confirmed falsified product and laboratory findings. Exact alert URL still needs to be recorded before final publication; generic incidents index is not sufficient provenance. Exact alert URL still needs to be recorded before final publication; generic incidents index is not sufficient provenance.,2026-09-07,not_verified,unknown,,metadata_only_license_not_verified,No individual image license evidence was available because this record is a source-photo queue entry.
PC_000083,CASE_0016,source_photo_queue,awaiting_specific_image_url,,E3,https://www.who.int/teams/regulation-prequalification/incidents,,QUEUE ONLY: candidate slot 5 on the current WHO alert/source page. Do not treat as an image until a specific source image URL is extracted and reviewed. WHO alert documents confirmed falsified product and laboratory findings. Exact alert URL still needs to be recorded before final publication; generic incidents index is not sufficient provenance. Exact alert URL still needs to be recorded before final publication; generic incidents index is not sufficient provenance.,2026-09-07,not_verified,unknown,,metadata_only_license_not_verified,No individual image license evidence was available because this record is a source-photo queue entry.
PC_000084,CASE_0016,source_photo_queue,awaiting_specific_image_url,,E3,https://www.who.int/teams/regulation-prequalification/incidents,,QUEUE ONLY: candidate slot 6 on the current WHO alert/source page. Do not treat as an image until a specific source image URL is extracted and reviewed. WHO alert documents confirmed falsified product and laboratory findings. Exact alert URL still needs to be recorded before final publication; generic incidents index is not sufficient provenance. Exact alert URL still needs to be recorded before final publication; generic incidents index is not sufficient provenance.,2026-09-07,not_verified,unknown,,metadata_only_license_not_verified,No individual image license evidence was available because this record is a source-photo queue entry.
PC_000085,CASE_0016,source_photo_queue,awaiting_specific_image_url,,E3,https://www.who.int/teams/regulation-prequalification/incidents,,QUEUE ONLY: candidate slot 7 on the current WHO alert/source page. Do not treat as an image until a specific source image URL is extracted and reviewed. WHO alert documents confirmed falsified product and laboratory findings. Exact alert URL still needs to be recorded before final publication; generic incidents index is not sufficient provenance. Exact alert URL still needs to be recorded before final publication; generic incidents index is not sufficient provenance.,2026-09-07,not_verified,unknown,,metadata_only_license_not_verified,No individual image license evidence was available because this record is a source-photo queue entry.
PC_000086,CASE_0017,source_photo_queue,awaiting_specific_image_url,,E3,https://www.who.int/teams/regulation-prequalification/incidents,,QUEUE ONLY: candidate slot 1 on the current WHO alert/source page. Do not treat as an image until a specific source image URL is extracted and reviewed. WHO alert contains a falsified defibrotide image. Exact alert URL still needs to be recorded before final publication; generic incidents index is not sufficient provenance. Exact alert URL still needs to be recorded before final publication; generic incidents index is not sufficient provenance.,2026-09-07,not_verified,unknown,,metadata_only_license_not_verified,No individual image license evidence was available because this record is a source-photo queue entry.
PC_000087,CASE_0017,source_photo_queue,awaiting_specific_image_url,,E3,https://www.who.int/teams/regulation-prequalification/incidents,,QUEUE ONLY: candidate slot 2 on the current WHO alert/source page. Do not treat as an image until a specific source image URL is extracted and reviewed. WHO alert contains a falsified defibrotide image. Exact alert URL still needs to be recorded before final publication; generic incidents index is not sufficient provenance. Exact alert URL still needs to be recorded before final publication; generic incidents index is not sufficient provenance.,2026-09-07,not_verified,unknown,,metadata_only_license_not_verified,No individual image license evidence was available because this record is a source-photo queue entry.
PC_000088,CASE_0017,source_photo_queue,awaiting_specific_image_url,,E3,https://www.who.int/teams/regulation-prequalification/incidents,,QUEUE ONLY: candidate slot 3 on the current WHO alert/source page. Do not treat as an image until a specific source image URL is extracted and reviewed. WHO alert contains a falsified defibrotide image. Exact alert URL still needs to be recorded before final publication; generic incidents index is not sufficient provenance. Exact alert URL still needs to be recorded before final publication; generic incidents index is not sufficient provenance.,2026-09-07,not_verified,unknown,,metadata_only_license_not_verified,No individual image license evidence was available because this record is a source-photo queue entry.
PC_000089,CASE_0017,source_photo_queue,awaiting_specific_image_url,,E3,https://www.who.int/teams/regulation-prequalification/incidents,,QUEUE ONLY: candidate slot 4 on the current WHO alert/source page. Do not treat as an image until a specific source image URL is extracted and reviewed. WHO alert contains a falsified defibrotide image. Exact alert URL still needs to be recorded before final publication; generic incidents index is not sufficient provenance. Exact alert URL still needs to be recorded before final publication; generic incidents index is not sufficient provenance.,2026-09-07,not_verified,unknown,,metadata_only_license_not_verified,No individual image license evidence was available because this record is a source-photo queue entry.
PC_000090,CASE_0017,source_photo_queue,awaiting_specific_image_url,,E3,https://www.who.int/teams/regulation-prequalification/incidents,,QUEUE ONLY: candidate slot 5 on the current WHO alert/source page. Do not treat as an image until a specific source image URL is extracted and reviewed. WHO alert contains a falsified defibrotide image. Exact alert URL still needs to be recorded before final publication; generic incidents index is not sufficient provenance. Exact alert URL still needs to be recorded before final publication; generic incidents index is not sufficient provenance.,2026-09-07,not_verified,unknown,,metadata_only_license_not_verified,No individual image license evidence was available because this record is a source-photo queue entry.
PC_000091,CASE_0017,source_photo_queue,awaiting_specific_image_url,,E3,https://www.who.int/teams/regulation-prequalification/incidents,,QUEUE ONLY: candidate slot 6 on the current WHO alert/source page. Do not treat as an image until a specific source image URL is extracted and reviewed. WHO alert contains a falsified defibrotide image. Exact alert URL still needs to be recorded before final publication; generic incidents index is not sufficient provenance. Exact alert URL still needs to be recorded before final publication; generic incidents index is not sufficient provenance.,2026-09-07,not_verified,unknown,,metadata_only_license_not_verified,No individual image license evidence was available because this record is a source-photo queue entry.
PC_000092,CASE_0017,source_photo_queue,awaiting_specific_image_url,,E3,https://www.who.int/teams/regulation-prequalification/incidents,,QUEUE ONLY: candidate slot 7 on the current WHO alert/source page. Do not treat as an image until a specific source image URL is extracted and reviewed. WHO alert contains a falsified defibrotide image. Exact alert URL still needs to be recorded before final publication; generic incidents index is not sufficient provenance. Exact alert URL still needs to be recorded before final publication; generic incidents index is not sufficient provenance.,2026-09-07,not_verified,unknown,,metadata_only_license_not_verified,No individual image license evidence was available because this record is a source-photo queue entry.
PC_000093,CASE_0018,source_photo_queue,awaiting_specific_image_url,,E3,https://www.who.int/teams/regulation-prequalification/incidents,,QUEUE ONLY: candidate slot 1 on the current WHO alert/source page. Do not treat as an image until a specific source image URL is extracted and reviewed. WHO alert identifies confirmed falsified Harvoni. Exact alert URL still needs to be recorded before final publication; generic incidents index is not sufficient provenance. Exact alert URL still needs to be recorded before final publication; generic incidents index is not sufficient provenance.,2026-09-07,not_verified,unknown,,metadata_only_license_not_verified,No individual image license evidence was available because this record is a source-photo queue entry.
PC_000094,CASE_0018,source_photo_queue,awaiting_specific_image_url,,E3,https://www.who.int/teams/regulation-prequalification/incidents,,QUEUE ONLY: candidate slot 2 on the current WHO alert/source page. Do not treat as an image until a specific source image URL is extracted and reviewed. WHO alert identifies confirmed falsified Harvoni. Exact alert URL still needs to be recorded before final publication; generic incidents index is not sufficient provenance. Exact alert URL still needs to be recorded before final publication; generic incidents index is not sufficient provenance.,2026-09-07,not_verified,unknown,,metadata_only_license_not_verified,No individual image license evidence was available because this record is a source-photo queue entry.
PC_000095,CASE_0018,source_photo_queue,awaiting_specific_image_url,,E3,https://www.who.int/teams/regulation-prequalification/incidents,,QUEUE ONLY: candidate slot 3 on the current WHO alert/source page. Do not treat as an image until a specific source image URL is extracted and reviewed. WHO alert identifies confirmed falsified Harvoni. Exact alert URL still needs to be recorded before final publication; generic incidents index is not sufficient provenance. Exact alert URL still needs to be recorded before final publication; generic incidents index is not sufficient provenance.,2026-09-07,not_verified,unknown,,metadata_only_license_not_verified,No individual image license evidence was available because this record is a source-photo queue entry.
PC_000096,CASE_0018,source_photo_queue,awaiting_specific_image_url,,E3,https://www.who.int/teams/regulation-prequalification/incidents,,QUEUE ONLY: candidate slot 4 on the current WHO alert/source page. Do not treat as an image until a specific source image URL is extracted and reviewed. WHO alert identifies confirmed falsified Harvoni. Exact alert URL still needs to be recorded before final publication; generic incidents index is not sufficient provenance. Exact alert URL still needs to be recorded before final publication; generic incidents index is not sufficient provenance.,2026-09-07,not_verified,unknown,,metadata_only_license_not_verified,No individual image license evidence was available because this record is a source-photo queue entry.
PC_000097,CASE_0018,source_photo_queue,awaiting_specific_image_url,,E3,https://www.who.int/teams/regulation-prequalification/incidents,,QUEUE ONLY: candidate slot 5 on the current WHO alert/source page. Do not treat as an image until a specific source image URL is extracted and reviewed. WHO alert identifies confirmed falsified Harvoni. Exact alert URL still needs to be recorded before final publication; generic incidents index is not sufficient provenance. Exact alert URL still needs to be recorded before final publication; generic incidents index is not sufficient provenance.,2026-09-07,not_verified,unknown,,metadata_only_license_not_verified,No individual image license evidence was available because this record is a source-photo queue entry.
PC_000098,CASE_0018,source_photo_queue,awaiting_specific_image_url,,E3,https://www.who.int/teams/regulation-prequalification/incidents,,QUEUE ONLY: candidate slot 6 on the current WHO alert/source page. Do not treat as an image until a specific source image URL is extracted and reviewed. WHO alert identifies confirmed falsified Harvoni. Exact alert URL still needs to be recorded before final publication; generic incidents index is not sufficient provenance. Exact alert URL still needs to be recorded before final publication; generic incidents index is not sufficient provenance.,2026-09-07,not_verified,unknown,,metadata_only_license_not_verified,No individual image license evidence was available because this record is a source-photo queue entry.
PC_000099,CASE_0018,source_photo_queue,awaiting_specific_image_url,,E3,https://www.who.int/teams/regulation-prequalification/incidents,,QUEUE ONLY: candidate slot 7 on the current WHO alert/source page. Do not treat as an image until a specific source image URL is extracted and reviewed. WHO alert identifies confirmed falsified Harvoni. Exact alert URL still needs to be recorded before final publication; generic incidents index is not sufficient provenance. Exact alert URL still needs to be recorded before final publication; generic incidents index is not sufficient provenance.,2026-09-07,not_verified,unknown,,metadata_only_license_not_verified,No individual image license evidence was available because this record is a source-photo queue entry.
PC_000100,CASE_0019,source_photo_queue,awaiting_specific_image_url,,E3,https://www.who.int/teams/regulation-prequalification/incidents,,QUEUE ONLY: candidate slot 1 on the current WHO alert/source page. Do not treat as an image until a specific source image URL is extracted and reviewed. WHO alert documents falsified Vitamin A products. Exact alert URL still needs to be recorded before final publication; generic incidents index is not sufficient provenance. Exact alert URL still needs to be recorded before final publication; generic incidents index is not sufficient provenance.,2026-09-07,not_verified,unknown,,metadata_only_license_not_verified,No individual image license evidence was available because this record is a source-photo queue entry.
PC_000101,CASE_0019,source_photo_queue,awaiting_specific_image_url,,E3,https://www.who.int/teams/regulation-prequalification/incidents,,QUEUE ONLY: candidate slot 2 on the current WHO alert/source page. Do not treat as an image until a specific source image URL is extracted and reviewed. WHO alert documents falsified Vitamin A products. Exact alert URL still needs to be recorded before final publication; generic incidents index is not sufficient provenance. Exact alert URL still needs to be recorded before final publication; generic incidents index is not sufficient provenance.,2026-09-07,not_verified,unknown,,metadata_only_license_not_verified,No individual image license evidence was available because this record is a source-photo queue entry.
PC_000102,CASE_0019,source_photo_queue,awaiting_specific_image_url,,E3,https://www.who.int/teams/regulation-prequalification/incidents,,QUEUE ONLY: candidate slot 3 on the current WHO alert/source page. Do not treat as an image until a specific source image URL is extracted and reviewed. WHO alert documents falsified Vitamin A products. Exact alert URL still needs to be recorded before final publication; generic incidents index is not sufficient provenance. Exact alert URL still needs to be recorded before final publication; generic incidents index is not sufficient provenance.,2026-09-07,not_verified,unknown,,metadata_only_license_not_verified,No individual image license evidence was available because this record is a source-photo queue entry.
PC_000103,CASE_0019,source_photo_queue,awaiting_specific_image_url,,E3,https://www.who.int/teams/regulation-prequalification/incidents,,QUEUE ONLY: candidate slot 4 on the current WHO alert/source page. Do not treat as an image until a specific source image URL is extracted and reviewed. WHO alert documents falsified Vitamin A products. Exact alert URL still needs to be recorded before final publication; generic incidents index is not sufficient provenance. Exact alert URL still needs to be recorded before final publication; generic incidents index is not sufficient provenance.,2026-09-07,not_verified,unknown,,metadata_only_license_not_verified,No individual image license evidence was available because this record is a source-photo queue entry.
PC_000104,CASE_0019,source_photo_queue,awaiting_specific_image_url,,E3,https://www.who.int/teams/regulation-prequalification/incidents,,QUEUE ONLY: candidate slot 5 on the current WHO alert/source page. Do not treat as an image until a specific source image URL is extracted and reviewed. WHO alert documents falsified Vitamin A products. Exact alert URL still needs to be recorded before final publication; generic incidents index is not sufficient provenance. Exact alert URL still needs to be recorded before final publication; generic incidents index is not sufficient provenance.,2026-09-07,not_verified,unknown,,metadata_only_license_not_verified,No individual image license evidence was available because this record is a source-photo queue entry.
